"","Average M","M var","Min M","Max M"
"1",0.315414124271892,0.000808408331137541,0.248352628590278,0.429677468822558
"2",0.251873406697239,3.93083347267441e-05,0.251258527349802,0.264645314076238
"3",0.325689920959603,6.6714109870468e-05,0.324258594074662,0.343259395457179
"4",0.308572660422974,0.000169523688959707,0.276327301524222,0.348972792766657
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
