"","Average M","M var","Min M","Max M"
"1",0.298038448658476,0.000972204310610694,0.241652213574906,0.450886058100425
"2",0.279687626241829,5.68510124527843e-05,0.276146001220201,0.298210641582554
"3",0.352301597125352,8.7205978755143e-05,0.349064458379782,0.375397136625112
"4",0.284646454630833,0.000101020847055863,0.265628770273205,0.313524349580389
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
