"","Average M","M var","Min M","Max M"
"1",0.288140576763241,0.000937039390137611,0.232226239129431,0.425309208274319
"2",0.25851061094513,6.55788544810109e-05,0.252257729210117,0.277982596977955
"3",0.331725015839927,8.41499535409237e-05,0.326064534099686,0.354323607213186
"4",0.313873556096742,0.00025705281000962,0.284937392792885,0.453497410582518
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
