"","Average M","M var","Min M","Max M"
"1",1.35767441860444,0.00102072133330225,1.39,1.39
"2",0.195348837209297,2.11318530778166e-05,0.2,0.2
"3",0.341860465116287,6.47163000505382e-05,0.35,0.35
"4",0.493168883720874,0.000134681286408053,0.504911,0.504911
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
