"","Average M","M var","Min M","Max M"
"1",0.329466890133513,0.000655396720656411,0.255151912009129,0.419194690034074
"2",0.258207215896842,6.59499759905988e-05,0.250171414167183,0.278186312531922
"3",0.331385217664693,8.46016757001681e-05,0.324837351403563,0.353322024034068
"4",0.304817095609809,0.000116982371486991,0.275313795923078,0.332359629804837
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
