"","Average M","M var","Min M","Max M"
"1",0.286956303285016,0.000848303530252882,0.226600646722009,0.394866903149183
"2",0.256067766601716,8.09645591889156e-05,0.247096809396834,0.277645374499294
"3",0.329607591735551,9.47844815809876e-05,0.318615728840426,0.352931994969709
"4",0.314023600367112,0.000293759794092912,0.268517538840176,0.455695034905407
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
