"","Average M","M var","Min M","Max M"
"1",0.273602911155556,0.000327682728850908,0.225910016809137,0.39884516201323
"2",0.255812740376597,8.23936975337221e-05,0.246026310004112,0.277949356995518
"3",0.329470871826805,9.43845223835347e-05,0.321055239035204,0.354468214970166
"4",0.317857899039165,0.000140920661087549,0.289855216308894,0.350771930961759
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
