"","Average M","M var","Min M","Max M"
"1",0.305975192514943,0.000341731232816156,0.259756781527669,0.406246727689196
"2",0.253220413044825,4.24974527407623e-05,0.251915922002364,0.269453661291197
"3",0.326869796080837,6.97808466544151e-05,0.325919243460629,0.346044069747371
"4",0.307495117481568,0.000147515821703376,0.283493913539007,0.350782036380294
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
