"","Average M","M var","Min M","Max M"
"1",0.298502543321891,0.0010261203992738,0.233980386520824,0.441292026793459
"2",0.261799014559309,5.84128336470462e-05,0.256689182560313,0.282746611879274
"3",0.334935256000305,7.9925263605878e-05,0.329494041090494,0.355631148428637
"4",0.311697822734081,0.000140629849969862,0.285073798061585,0.352262077921789
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
