"","Average M","M var","Min M","Max M"
"1",0.294748593393071,0.000904651986486604,0.244084302574521,0.44180011908299
"2",0.259858448264008,6.77294074140186e-05,0.252480172799515,0.281300396642853
"3",0.333224136404219,8.64765013677578e-05,0.328146053985615,0.355654881990023
"4",0.311151259753228,0.000142154136919972,0.283468552754181,0.356807195958394
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
