"","Average M","M var","Min M","Max M"
"1",0.307563710488175,0.000260083436122608,0.266253226992861,0.365607958076929
"2",0.251824944917592,3.93549944559954e-05,0.250918991888768,0.263769921783062
"3",0.325672341363632,6.6537880596728e-05,0.324265549057098,0.345133214505116
"4",0.307696506491383,0.000145850747028549,0.28001553372624,0.350776902837751
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
