"","V1","V2","V3"
"1",452500.625634307,1011138.74949465,430947.196882649
"2",368884.172569315,745589.716251261,415328.202540996
"3",624323.274321263,707054.526639941,415348.630789415
"4",1269418.15505004,707054.526639941,415348.630789415
