"","Species","Performance metric","ms_mod_ricker_ssp126_OM__ss_run_dynamicTier3_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",192079.690846035,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"2","Pollock","Catch IAV",0.455028448082107,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"3","Pollock","P(Closed)",0.0001875,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"4","Pollock","Avg SSB Relative MSE",0.647775524585391,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.00517371727134016,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"6","Pollock","EM: P(Fy > Flimit)",0.0135,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"8","Pollock","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0.001875,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.027,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.001875,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"14","Pollock","OM: Terminal B",615965.72789949,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"15","Pollock","OM: Terminal SSB",140464.538399214,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"16","Pollock","OM: Terminal Dynamic SB0",206094.672146434,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"17","Pollock","OM: Terminal SSB Depletion",140.605143542757,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",0.600749688351921,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"19","Pollock","OM: Average SSB Depletion",0.696293802086077,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"20","Pollock","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"21","Pollock","OM: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"22","Pollock","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"24","Arrowtooth flounder","Average Catch",77730.1210436168,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"25","Arrowtooth flounder","Catch IAV",0.167199316059056,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.476637718706461,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.231088235524858,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",1384870.22302433,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",283106.677401818,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",602683.935646451,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",283.390067469287,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.469003237949907,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.498434734595058,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"47","Cod","Average Catch",23471.6615782255,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"48","Cod","Catch IAV",0.219851808718038,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"49","Cod","P(Closed)",0.00025,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.394229286158042,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0175078531111219,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0.0035625,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0.274125,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.03675,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.003375,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
