"","Species","Performance metric","ms_mod_ricker_ssp126_OM__ss_run_dynamicTier3_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.5445,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.03675,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"60","Cod","OM: Terminal B",320137.240127191,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"61","Cod","OM: Terminal SSB",106728.257957169,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",324897.761666204,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",106.835093050219,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.32488644447732,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.352902614631237,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp126_OM","ss_run_dynamicTier3_EM","FALSE",200
