"","Species","Performance metric","ms_mod_ricker_ssp126_OM__ms_run_fb40_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",164189.778803537,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"2","Pollock","Catch IAV",1.01101052733267,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"3","Pollock","P(Closed)",0.1169375,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"4","Pollock","Avg SSB Relative MSE",0.764239411633927,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.00892781580768974,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"6","Pollock","EM: P(Fy > Flimit)",0.23625,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"8","Pollock","OM: P(Fy > Flimit)",0.2565,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0.7709375,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0080625,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0283125,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.7709375,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"14","Pollock","OM: Terminal B",20823.8140686241,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"15","Pollock","OM: Terminal SSB",2887.93822323269,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
