"","Species","Performance metric","ms_mod_ricker_ssp245_OM__ms_run_cmsy_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",71411.4893249498,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"2","Pollock","Catch IAV",0.44048047151812,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"3","Pollock","P(Closed)",0.53775,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"4","Pollock","Avg SSB Relative MSE",0.631004440078025,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.00352834679849553,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"6","Pollock","EM: P(Fy > Flimit)",0.3801875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0.71875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"8","Pollock","OM: P(Fy > Flimit)",0.403,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0.763875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0106875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0335,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.045125,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"14","Pollock","OM: Terminal B",0.00692712067225236,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"15","Pollock","OM: Terminal SSB",0.00161469488724964,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"16","Pollock","OM: Terminal Dynamic SB0",3107.59088692647,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"17","Pollock","OM: Terminal SSB Depletion",1.61631119844809e-06,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",1.64435491239362e-06,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"19","Pollock","OM: Average SSB Depletion",0.177106320393117,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"20","Pollock","OM no F: SSB Collapse",74,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"21","Pollock","OM: SSB Collapse",200,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"22","Pollock","OM: SSB Collapse from F",200,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"24","Arrowtooth flounder","Average Catch",35475.3423625224,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"25","Arrowtooth flounder","Catch IAV",0.0796916514035863,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.478649030905543,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0802641882472929,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"37","Arrowtooth flounder","OM: Terminal B",812659.059427449,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"38","Arrowtooth flounder","OM: Terminal SSB",144390.790858122,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",284245.854260644,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",144.535326184306,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.505358077769798,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.769066496280015,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"47","Cod","Average Catch",12026.9849611149,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"48","Cod","Catch IAV",0.672294659860716,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"50","Cod","Avg SSB Relative MSE",0.559659357911758,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0160484684309229,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"52","Cod","EM: P(Fy > Flimit)",0.9599375,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.1070625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"54","Cod","OM: P(Fy > Flimit)",0.948875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.8564375,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.013625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0025625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.749375,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"60","Cod","OM: Terminal B",15593.7366337375,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"61","Cod","OM: Terminal SSB",4183.17670813802,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"62","Cod","OM: Terminal Dynamic SB0",313426.720245558,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"63","Cod","OM: Terminal SSB Depletion",4.18736407221023,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.0129060671647428,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"65","Cod","OM: Average SSB Depletion",0.122775850594356,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"67","Cod","OM: SSB Collapse",38,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"68","Cod","OM: SSB Collapse from F",38,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","TRUE",200
