"","Species","Performance metric","ms_mod_ricker_ssp585_OM__ms_run_cmsy_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",152264.529399121,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"2","Pollock","Catch IAV",2.7579409577914,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"3","Pollock","P(Closed)",0.603517587939698,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"4","Pollock","Avg SSB Relative MSE",0.655042570044591,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"5","Pollock","Avg terminal SSB Relative MSE",0.00750124799004515,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"6","Pollock","EM: P(Fy > Flimit)",0.467776381909548,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"7","Pollock","EM: P(SSB < SSBlimit)",0.849874371859296,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"8","Pollock","OM: P(Fy > Flimit)",0.554334170854271,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"9","Pollock","OM: P(SSB < SSBlimit)",0.922298994974874,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.00515075376884422,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0917085427135678,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.0724246231155779,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"14","Pollock","OM: Terminal B",0.0085475852714898,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"15","Pollock","OM: Terminal SSB",0.00181029345903261,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"16","Pollock","OM: Terminal Dynamic SB0",1365.50089297872,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"17","Pollock","OM: Terminal SSB Depletion",1.81210556459721e-06,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",3.07407483723413e-06,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"19","Pollock","OM: Average SSB Depletion",0.0565923588352927,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"20","Pollock","OM no F: SSB Collapse",143,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"21","Pollock","OM: SSB Collapse",199,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"22","Pollock","OM: SSB Collapse from F",199,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"23","Pollock","OM: SSB Collapse FAIL",1,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"24","Arrowtooth flounder","Average Catch",58984.0210654039,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"25","Arrowtooth flounder","Catch IAV",0.683025939105275,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.573960739020279,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0374896973882651,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0.0231155778894472,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0.0124371859296482,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.9625,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0.400125628140704,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.939384422110553,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.387688442211055,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"37","Arrowtooth flounder","OM: Terminal B",32451.0043757142,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"38","Arrowtooth flounder","OM: Terminal SSB",4971.7556414357,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",140293.4722726,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",4.97673237380951,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.035128352323379,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.256663543552105,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
