"","Species","Performance metric","ms_mod_ricker_ssp585_OM__ms_run_cmsy_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"47","Cod","Average Catch",14548.3089344641,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"48","Cod","Catch IAV",0.780903968428808,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"50","Cod","Avg SSB Relative MSE",0.544360491851351,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"51","Cod","Avg terminal SSB Relative MSE",0.00895660750075595,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"52","Cod","EM: P(Fy > Flimit)",0.95929648241206,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"53","Cod","EM: P(SSB < SSBlimit)",0.0633793969849246,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"54","Cod","OM: P(Fy > Flimit)",0.95,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"55","Cod","OM: P(SSB < SSBlimit)",0.842902010050251,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0125,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0032035175879397,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.779522613065327,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"60","Cod","OM: Terminal B",15226.5335520463,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"61","Cod","OM: Terminal SSB",4238.310826807,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"62","Cod","OM: Terminal Dynamic SB0",291854.861586673,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"63","Cod","OM: Terminal SSB Depletion",4.24255338018719,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.0141082559783221,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"65","Cod","OM: Average SSB Depletion",0.141686191023676,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"67","Cod","OM: SSB Collapse",20,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"68","Cod","OM: SSB Collapse from F",20,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
"69","Cod","OM: SSB Collapse FAIL",0,"ms_mod_ricker_ssp585_OM","ms_run_cmsy_EM","FALSE",199
