"","Species","Performance metric","ms_mod_ricker_ssp585_OM__ss_run_Tier3_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",69410.1061542024,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"2","Pollock","Catch IAV",0.550313328177755,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"3","Pollock","P(Closed)",0.6084375,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"4","Pollock","Avg SSB Relative MSE",0.556306067049316,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.0259975162606337,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"6","Pollock","EM: P(Fy > Flimit)",0.00275,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0.5685625,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"8","Pollock","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0055,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.5685625,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"14","Pollock","OM: Terminal B",24026.0548125721,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"15","Pollock","OM: Terminal SSB",5609.08274871576,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"16","Pollock","OM: Terminal Dynamic SB0",1372.40988818672,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"17","Pollock","OM: Terminal SSB Depletion",5.61469744616193,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",4.43867795027724,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"19","Pollock","OM: Average SSB Depletion",1.47810827376191,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"20","Pollock","OM no F: SSB Collapse",143,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"21","Pollock","OM: SSB Collapse",26,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"22","Pollock","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"24","Arrowtooth flounder","Average Catch",31228.8802761055,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"25","Arrowtooth flounder","Catch IAV",0.0997222941379128,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.330555326082629,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.492828921748083,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0.0721875,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.0721875,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"37","Arrowtooth flounder","OM: Terminal B",287996.483940398,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"38","Arrowtooth flounder","OM: Terminal SSB",52680.0350776853,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",140290.29571695,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",52.7327678455309,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.375328795032209,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.70057503895779,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"47","Cod","Average Catch",18946.0983692194,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"48","Cod","Catch IAV",0.352910381139457,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"49","Cod","P(Closed)",0.046875,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"50","Cod","Avg SSB Relative MSE",0.355786599577672,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0210589546303533,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"52","Cod","EM: P(Fy > Flimit)",0.00975,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.0146875,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"54","Cod","OM: P(Fy > Flimit)",0.1815,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.0284375,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.015,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.3585,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.009625,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.023375,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"60","Cod","OM: Terminal B",240876.417246987,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"61","Cod","OM: Terminal SSB",92978.1039716345,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"62","Cod","OM: Terminal Dynamic SB0",291688.011178762,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"63","Cod","OM: Terminal SSB Depletion",93.0711751467813,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.317495083332929,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"65","Cod","OM: Average SSB Depletion",0.356830366014242,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ss_run_Tier3_EM","TRUE",200
