"","Species","Performance metric","ms_mod_ricker_ssp585_OM__ms_run_fb40iter_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",203754.897498689,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"2","Pollock","Catch IAV",0.593624318382799,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"3","Pollock","P(Closed)",0.0034375,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"4","Pollock","Avg SSB Relative MSE",0.589715670066917,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.00931239140134333,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"6","Pollock","EM: P(Fy > Flimit)",0.056,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"8","Pollock","OM: P(Fy > Flimit)",0.0636875,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0.060375,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0006875,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.008375,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.060375,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"14","Pollock","OM: Terminal B",1956.41227609921,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"15","Pollock","OM: Terminal SSB",374.898956853541,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"16","Pollock","OM: Terminal Dynamic SB0",1372.31315538368,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"17","Pollock","OM: Terminal SSB Depletion",0.375274231084626,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",0.156895756462566,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"19","Pollock","OM: Average SSB Depletion",0.984092462757107,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"20","Pollock","OM no F: SSB Collapse",143,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"21","Pollock","OM: SSB Collapse",189,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"22","Pollock","OM: SSB Collapse from F",180,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"24","Arrowtooth flounder","Average Catch",58248.52244219,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"25","Arrowtooth flounder","Catch IAV",0.549436262389512,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.586983574519564,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0446480504803476,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0.0189375,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.9625,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0.3745,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.9435625,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.3745,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",34903.9358394874,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",5321.38029307795,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",140300.530985389,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",5.32670700007803,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.0375759320624721,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.268526451542447,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"47","Cod","Average Catch",18146.8475488509,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"48","Cod","Catch IAV",0.167704294663013,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
