"","Species","Performance metric","ms_mod_ricker_ssp245_OM__ss_run_M_Tier3_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",37850.0410939335,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"2","Pollock","Catch IAV",0.567710631088378,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"3","Pollock","P(Closed)",0.636375,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"4","Pollock","Avg SSB Relative MSE",0.67341610033859,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.0544105562861572,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"6","Pollock","EM: P(Fy > Flimit)",0.0043125,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0.5859375,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"8","Pollock","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.008625,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.5859375,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"14","Pollock","OM: Terminal B",54972.2073927097,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"15","Pollock","OM: Terminal SSB",13057.6833637068,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"16","Pollock","OM: Terminal Dynamic SB0",3106.80391324273,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"17","Pollock","OM: Terminal SSB Depletion",13.0707541178247,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",5.56900997619821,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"19","Pollock","OM: Average SSB Depletion",1.99343261938687,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"20","Pollock","OM no F: SSB Collapse",74,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"21","Pollock","OM: SSB Collapse",4,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"22","Pollock","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"24","Arrowtooth flounder","Average Catch",35435.660729116,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"25","Arrowtooth flounder","Catch IAV",0.0801501099340538,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.502654330928267,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0144943215874827,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_M_Tier3_EM","TRUE",200
