"","Species","Performance metric","ms_mod_ricker_ssp245_OM__ms_run_concmsy_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",71272.9022357503,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"2","Pollock","Catch IAV",0.434259172404864,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"3","Pollock","P(Closed)",0.5213125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"4","Pollock","Avg SSB Relative MSE",0.636540301053558,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.00450319059197461,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"6","Pollock","EM: P(Fy > Flimit)",0.373,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0.77725,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"8","Pollock","OM: P(Fy > Flimit)",0.408625,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0.76175,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.010375,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.046,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.0156875,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.0001875,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"14","Pollock","OM: Terminal B",0.00692682914088769,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"15","Pollock","OM: Terminal SSB",0.00161446679325074,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"16","Pollock","OM: Terminal Dynamic SB0",3107.37155625043,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"17","Pollock","OM: Terminal SSB Depletion",1.61608287612686e-06,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",1.64428797989217e-06,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"19","Pollock","OM: Average SSB Depletion",0.17834216478891,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"20","Pollock","OM no F: SSB Collapse",74,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"21","Pollock","OM: SSB Collapse",200,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"22","Pollock","OM: SSB Collapse from F",200,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"24","Arrowtooth flounder","Average Catch",35474.0910005681,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"25","Arrowtooth flounder","Catch IAV",0.0798214930086053,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.479756548705063,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0732123502832089,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.000125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"37","Arrowtooth flounder","OM: Terminal B",810141.944795749,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"38","Arrowtooth flounder","OM: Terminal SSB",143935.474320941,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",284263.237969646,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",144.079553874816,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.503716109449171,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.768530194558338,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"47","Cod","Average Catch",14078.1161311785,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"48","Cod","Catch IAV",0.412916897986878,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"50","Cod","Avg SSB Relative MSE",0.549709150149584,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0296408218669046,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"52","Cod","EM: P(Fy > Flimit)",0.9455,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.8526875,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"54","Cod","OM: P(Fy > Flimit)",0.8359375,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.815125,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.1099375,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.000375,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.0520625,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.0145,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"60","Cod","OM: Terminal B",114163.397902241,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"61","Cod","OM: Terminal SSB",35349.9682513056,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"62","Cod","OM: Terminal Dynamic SB0",313383.714235132,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"63","Cod","OM: Terminal SSB Depletion",35.3853536049105,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.109662805882255,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"65","Cod","OM: Average SSB Depletion",0.167931910617361,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_concmsy_EM","TRUE",200
