"","Species","Performance metric","ms_mod_ricker_ssp245_OM__ms_run_cmsy_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"24","Arrowtooth flounder","Average Catch",64836.0938312656,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"25","Arrowtooth flounder","Catch IAV",0.621592649286106,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.598624107655344,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0500890332581869,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0.0229375,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.9625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0.3785625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.9395625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.3785625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",212982.300346083,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",31835.765311353,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",284247.888998309,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",31.8676329442973,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.111510493917404,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.275694168218952,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"47","Cod","Average Catch",14738.4633579821,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"48","Cod","Catch IAV",0.783641304312889,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.550989441416908,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.00955884373027254,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0.958875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.0118125,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0.95,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.848,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0125,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.003625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.8361875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"60","Cod","OM: Terminal B",38949.6851695399,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"61","Cod","OM: Terminal SSB",10439.135794672,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",313421.992977345,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",10.4495853800521,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.032292000413683,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.143684767567618,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
