"","Species","Performance metric","ms_mod_ricker_ssp245_OM__ms_run_cmsy_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",135803.042781713,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"2","Pollock","Catch IAV",3.03187993119477,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"3","Pollock","P(Closed)",0.631375,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"4","Pollock","Avg SSB Relative MSE",0.671897993943341,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.0109108120274623,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"6","Pollock","EM: P(Fy > Flimit)",0.464,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0.8410625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"8","Pollock","OM: P(Fy > Flimit)",0.6076875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0.9256875,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0038125,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.1475,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.084625,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"14","Pollock","OM: Terminal B",0.00805550139526899,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"15","Pollock","OM: Terminal SSB",0.0016202055843572,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"16","Pollock","OM: Terminal Dynamic SB0",3107.66041822611,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"17","Pollock","OM: Terminal SSB Depletion",1.62182741176896e-06,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",1.64367658191197e-06,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"19","Pollock","OM: Average SSB Depletion",0.0553203966960866,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"20","Pollock","OM no F: SSB Collapse",74,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"21","Pollock","OM: SSB Collapse",200,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"22","Pollock","OM: SSB Collapse from F",200,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_cmsy_EM","FALSE",200
