"","Species","Performance metric","ms_mod_ricker_ssp245_OM__ms_run_fb40iter_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"1","Pollock","Average Catch",67829.9248262802,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"2","Pollock","Catch IAV",0.470998455108295,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"3","Pollock","P(Closed)",0.0786875,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"4","Pollock","Avg SSB Relative MSE",0.629547958514841,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"5","Pollock","Avg terminal SSB Relative MSE",0.0314424820558188,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"6","Pollock","EM: P(Fy > Flimit)",0.1550625,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"7","Pollock","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"8","Pollock","OM: P(Fy > Flimit)",0.156125,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"9","Pollock","OM: P(SSB < SSBlimit)",0.5503125,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"10","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.00325,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"11","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0043125,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"12","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"13","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.5503125,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"14","Pollock","OM: Terminal B",195.027056942952,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"15","Pollock","OM: Terminal SSB",39.8809034455041,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"16","Pollock","OM: Terminal Dynamic SB0",3107.29225692659,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"17","Pollock","OM: Terminal SSB Depletion",0.0399208242697739,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",0.00395971706745438,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"19","Pollock","OM: Average SSB Depletion",0.286342426614202,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"20","Pollock","OM no F: SSB Collapse",74,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"21","Pollock","OM: SSB Collapse",199,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"22","Pollock","OM: SSB Collapse from F",199,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"24","Arrowtooth flounder","Average Catch",35472.8382073778,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"25","Arrowtooth flounder","Catch IAV",0.0796967111958142,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.500535908432517,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0328292235531708,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.0001875,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0001875,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"37","Arrowtooth flounder","OM: Terminal B",800161.823633159,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"38","Arrowtooth flounder","OM: Terminal SSB",142048.476031907,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",284249.711743369,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",142.190666698606,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.497107575166398,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.76440231021451,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"47","Cod","Average Catch",17069.0757852909,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"48","Cod","Catch IAV",0.167752280943956,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"50","Cod","Avg SSB Relative MSE",0.499584197311711,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"51","Cod","Avg terminal SSB Relative MSE",0.102901273765479,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"52","Cod","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"54","Cod","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"55","Cod","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"60","Cod","OM: Terminal B",446254.882671323,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"61","Cod","OM: Terminal SSB",183979.264371478,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"62","Cod","OM: Terminal Dynamic SB0",313431.392113888,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"63","Cod","OM: Terminal SSB Depletion",184.163427799277,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.581253939916305,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"65","Cod","OM: Average SSB Depletion",0.614048119043164,"ms_mod_ricker_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
