"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_estM_Cat1_EM","Pollock","Average Catch"," 2,247,980"
"2","SS_OM","SS_estM_Cat1_EM","Pollock","Catch IAV","0.2"
"3","SS_OM","SS_estM_Cat1_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_estM_Cat1_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"5","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy > Flimit)","0.03"
"6","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit)","0.03"
"7","SS_OM","SS_estM_Cat1_EM","Pollock","OM: P(Fy > Flimit)","0.93"
"8","SS_OM","SS_estM_Cat1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"9","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.89"
"11","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.03"
"12","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"13","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal B","14,452,170"
"14","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal SSB"," 3,406,825"
"15","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal SSB Depletion","0.59"
"16","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.38"
"17","SS_OM","SS_estM_Cat1_EM","Cod","Average Catch","   140,984"
"18","SS_OM","SS_estM_Cat1_EM","Cod","Catch IAV","0.11"
"19","SS_OM","SS_estM_Cat1_EM","Cod","P(Closed)","0"
"20","SS_OM","SS_estM_Cat1_EM","Cod","Avg terminal SSB Relative MSE","0"
"21","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy > Flimit)","0.02"
"22","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(SSB < SSBlimit)","0.01"
"23","SS_OM","SS_estM_Cat1_EM","Cod","OM: P(Fy > Flimit)","0"
"24","SS_OM","SS_estM_Cat1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"25","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0.02"
"26","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"27","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.01"
"28","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"29","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal B"," 1,237,338"
"30","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal SSB","   261,625"
"31","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal SSB Depletion","0.61"
"32","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.44"
"33","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","Average Catch","    34,994"
"34","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","Catch IAV","0.08"
"35","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","P(Closed)","0"
"36","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","Avg terminal SSB Relative MSE","0"
"37","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","EM: P(Fy > Flimit)","0"
"38","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit)","0"
"39","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","OM: P(Fy > Flimit)","0"
"40","SS_OM","SS_estM_Cat1_EM","Arrowtooth flounder","OM: P(SSB < SSBlimit)","0"
