"","OM","EM","Species","Performance.metric","Value"
"1","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","Average Catch"," 2,489"
"2","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","Catch IAV","0.14"
"3","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","P(Closed)","1"
"4","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","Avg SSB Relative MSE","0.666007426709822"
"5","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","Avg terminal SSB Relative MSE","0.25"
"6","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","EM: P(Fy > Flimit)","0"
"7","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"8","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","OM: P(Fy > Flimit)","0"
"9","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"10","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"11","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"12","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"13","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"14","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","OM: Terminal B","23,632"
"15","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","OM: Terminal SSB"," 5,778"
"16","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","OM: Terminal SSB Depletion","0.56"
"17","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.55"
"18","SSM_OM","SS_fixM_dynamicTier3_EM","Pollock","OM: Average SSB Depletion","0.571922345246434"
"19","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","Average Catch","   150"
"20","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","Catch IAV","0.1"
"21","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","P(Closed)","1"
"22","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","Avg SSB Relative MSE","0.623684508513576"
"23","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","Avg terminal SSB Relative MSE","0.02"
"24","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","EM: P(Fy > Flimit)","0"
"25","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","EM: P(SSB < SSBlimit)","0"
"26","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","OM: P(Fy > Flimit)","0"
"27","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","OM: P(SSB < SSBlimit)","0"
"28","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"29","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"30","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"31","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"32","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","OM: Terminal B"," 1,149"
"33","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","OM: Terminal SSB","   241"
"34","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","OM: Terminal SSB Depletion","0.39"
"35","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.38"
"36","SSM_OM","SS_fixM_dynamicTier3_EM","Cod","OM: Average SSB Depletion","0.373222929461519"
"37","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","Average Catch","    38"
"38","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","Catch IAV","0.09"
"39","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","P(Closed)","1"
"40","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","Avg SSB Relative MSE","0.254555430294658"
"41","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","Avg terminal SSB Relative MSE","0.09"
"42","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","EM: P(Fy > Flimit)","0"
"43","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit)","0"
"44","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","OM: P(Fy > Flimit)","0"
"45","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","OM: P(SSB < SSBlimit)","0"
"46","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"47","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"48","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"49","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"50","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","OM: Terminal B","   434"
"51","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","OM: Terminal SSB","   196"
"52","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","OM: Terminal SSB Depletion","0.53"
"53","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)","0.53"
"54","SSM_OM","SS_fixM_dynamicTier3_EM","Arrowtooth flounder","OM: Average SSB Depletion","0.550163480495839"
"55","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","Average Catch"," 3,436"
"56","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","Catch IAV","0.24"
"57","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","P(Closed)","1"
"58","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","Avg SSB Relative MSE","0.612982856677676"
"59","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","Avg terminal SSB Relative MSE","0.02"
"60","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","EM: P(Fy > Flimit)","0"
"61","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"62","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","OM: P(Fy > Flimit)","0"
"63","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","OM: P(SSB < SSBlimit)","0.03"
"64","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"65","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"66","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"67","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.03"
"68","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","OM: Terminal B","20,093"
"69","SSM_OM","SS_estM_dynamicTier3_EM","Pollock","OM: Terminal SSB"," 4,210"
