"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"1",0.9,0.388291049914095,0.387061257535637,1.39,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.269385523,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"2",0.45,0.388291049914095,0.387061257535637,0.69,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.263833622,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"3",0.3,0.388291049914095,0.387061257535637,0.48,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.258404115,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"4",0.3,0.388291049914095,0.387061257535637,0.37,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.253151554,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"5",0.3,0.388291049914095,0.387061257535637,0.34,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.248123195,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"6",0.3,0.388291049914095,0.387061257535637,0.3,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.243357575,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"7",0.3,0.388291049914095,0.387061257535637,0.3,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.238883765,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"8",0.3,0.388291049914095,0.387061257535637,0.29,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.234721282,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"9",0.3,0.388291049914095,0.387061257535637,0.28,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.230880556,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"10",0.3,0.388291049914095,0.387061257535637,0.29,0.256707973609844,0.26119236937684,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.227363829,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
