"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_fixM_Cat1_EM","Pollock","Average Catch","141,129"
"2","SS_OM","SS_fixM_Cat1_EM","Pollock","Catch IAV"," 14,520"
"3","SS_OM","SS_fixM_Cat1_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_fixM_Cat1_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"5","SS_OM","SS_fixM_Cat1_EM","Pollock","EM: P(Fy > Flimit)","0.01"
"6","SS_OM","SS_fixM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit)","0.03"
"7","SS_OM","SS_fixM_Cat1_EM","Pollock","OM: P(Fy > Flimit)","0.01"
"8","SS_OM","SS_fixM_Cat1_EM","Pollock","OM: P(SSB < SSBlimit)","0.08"
"9","SS_OM","SS_fixM_Cat1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0.01"
"10","SS_OM","SS_fixM_Cat1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.01"
"11","SS_OM","SS_fixM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_fixM_Cat1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.05"
"13","SS_OM","SS_fixM_Cat1_EM","Pollock","OM: Terminal SSB Depletion","0.44"
"27","SS_OM","SS_fixM_Cat1_EM","Cod","Average Catch"," 26,051"
"28","SS_OM","SS_fixM_Cat1_EM","Cod","Catch IAV","  6,829"
"29","SS_OM","SS_fixM_Cat1_EM","Cod","P(Closed)","0"
"30","SS_OM","SS_fixM_Cat1_EM","Cod","Avg terminal SSB Relative MSE","0"
"31","SS_OM","SS_fixM_Cat1_EM","Cod","EM: P(Fy > Flimit)","0.21"
"32","SS_OM","SS_fixM_Cat1_EM","Cod","EM: P(SSB < SSBlimit)","0.09"
"33","SS_OM","SS_fixM_Cat1_EM","Cod","OM: P(Fy > Flimit)","0.42"
"34","SS_OM","SS_fixM_Cat1_EM","Cod","OM: P(SSB < SSBlimit)","0.13"
"35","SS_OM","SS_fixM_Cat1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0.03"
"36","SS_OM","SS_fixM_Cat1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.23"
"37","SS_OM","SS_fixM_Cat1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"38","SS_OM","SS_fixM_Cat1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.05"
"39","SS_OM","SS_fixM_Cat1_EM","Cod","OM: Terminal SSB Depletion","0.4"
"40","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","Average Catch","142,740"
"41","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","Catch IAV"," 15,162"
"42","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","P(Closed)","0"
"43","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"44","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","EM: P(Fy > Flimit)","0.01"
"45","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"46","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","OM: P(Fy > Flimit)","0.01"
"47","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"48","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0.01"
"49","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.01"
"50","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"51","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"52","SS_OM","SS_fixM_dynamicCat1_EM","Pollock","OM: Terminal SSB Depletion","0.43"
"66","SS_OM","SS_fixM_dynamicCat1_EM","Cod","Average Catch"," 26,252"
"67","SS_OM","SS_fixM_dynamicCat1_EM","Cod","Catch IAV","  6,284"
"68","SS_OM","SS_fixM_dynamicCat1_EM","Cod","P(Closed)","0"
"69","SS_OM","SS_fixM_dynamicCat1_EM","Cod","Avg terminal SSB Relative MSE","0"
