"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_estM_Tier1_EM","Pollock","Average Catch"," 2,103,019"
"2","SS_OM","SS_estM_Tier1_EM","Pollock","Catch IAV","0.21"
"3","SS_OM","SS_estM_Tier1_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_estM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.02"
"5","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"6","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"7","SS_OM","SS_estM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"8","SS_OM","SS_estM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"9","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"11","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"13","SS_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal B","15,235,645"
"14","SS_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB"," 3,762,504"
"15","SS_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion","0.65"
"16","SS_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.42"
"17","SS_OM","SS_estM_Tier1_EM","Cod","Average Catch","   131,344"
"18","SS_OM","SS_estM_Tier1_EM","Cod","Catch IAV","0.14"
"19","SS_OM","SS_estM_Tier1_EM","Cod","P(Closed)","0"
"20","SS_OM","SS_estM_Tier1_EM","Cod","Avg terminal SSB Relative MSE","0"
"21","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit)","0"
"22","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit)","0"
"23","SS_OM","SS_estM_Tier1_EM","Cod","OM: P(Fy > Flimit)","0"
"24","SS_OM","SS_estM_Tier1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"25","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"26","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"27","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"28","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"29","SS_OM","SS_estM_Tier1_EM","Cod","OM: Terminal B"," 1,291,687"
"30","SS_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB","   285,239"
"31","SS_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB Depletion","0.66"
"32","SS_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.48"
"33","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","Average Catch","    30,324"
"34","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","Catch IAV","0.06"
"35","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","P(Closed)","0"
"36","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","Avg terminal SSB Relative MSE","0"
"37","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","EM: P(Fy > Flimit)","0"
"38","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit)","0"
"39","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","OM: P(Fy > Flimit)","0"
"40","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","OM: P(SSB < SSBlimit)","0"
"41","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"42","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"43","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"44","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"45","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","OM: Terminal B","   357,098"
"46","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","OM: Terminal SSB","   206,631"
"47","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","OM: Terminal SSB Depletion","0.7"
"48","SS_OM","SS_estM_Tier1_EM","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)","0.47"
"49","SS_OM","SS_estM_dynamicTier1_EM","Pollock","Average Catch"," 2,126,946"
"50","SS_OM","SS_estM_dynamicTier1_EM","Pollock","Catch IAV","0.16"
"51","SS_OM","SS_estM_dynamicTier1_EM","Pollock","P(Closed)","0"
"52","SS_OM","SS_estM_dynamicTier1_EM","Pollock","Avg terminal SSB Relative MSE","0.02"
"53","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"54","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"55","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"56","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"57","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"58","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"59","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"60","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"61","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal B","15,119,613"
"62","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB"," 3,709,915"
"63","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion","0.64"
"64","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.41"
"65","SS_OM","SS_estM_dynamicTier1_EM","Cod","Average Catch","   131,851"
"66","SS_OM","SS_estM_dynamicTier1_EM","Cod","Catch IAV","0.1"
"67","SS_OM","SS_estM_dynamicTier1_EM","Cod","P(Closed)","0"
"68","SS_OM","SS_estM_dynamicTier1_EM","Cod","Avg terminal SSB Relative MSE","0"
"69","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit)","0"
"70","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit)","0"
"71","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(Fy > Flimit)","0"
"72","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"73","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"74","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"75","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"76","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"77","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal B"," 1,286,661"
"78","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB","   283,120"
"79","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion","0.66"
"80","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.48"
"81","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","Average Catch","    30,295"
"82","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","Catch IAV","0.06"
"83","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","P(Closed)","0"
"84","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","Avg terminal SSB Relative MSE","0"
"85","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","EM: P(Fy > Flimit)","0"
"86","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit)","0"
"87","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","OM: P(Fy > Flimit)","0"
"88","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","OM: P(SSB < SSBlimit)","0"
"89","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"90","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"91","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"92","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"93","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","OM: Terminal B","   357,501"
"94","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","OM: Terminal SSB","   206,970"
"95","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","OM: Terminal SSB Depletion","0.7"
"96","SS_OM","SS_estM_dynamicTier1_EM","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)","0.47"
"97","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","Average Catch"," 2,530,139"
"98","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","Catch IAV","0.25"
"99","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","P(Closed)","0"
"100","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.02"
"101","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"102","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"103","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"104","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"105","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"106","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"107","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"108","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
