"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_fixM_Fspr_EM","Pollock","Average Catch","110,982"
"2","SS_OM","SS_fixM_Fspr_EM","Pollock","Catch IAV","  9,390"
"3","SS_OM","SS_fixM_Fspr_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_fixM_Fspr_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"5","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy > Flimit)","0"
"6","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"7","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: P(Fy > Flimit)","0"
"8","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: P(SSB < SSBlimit)","0.01"
"9","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"11","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.01"
"13","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: Terminal SSB Depletion","0.55"
"27","SS_OM","SS_fixM_Fspr_EM","Cod","Average Catch"," 23,003"
"28","SS_OM","SS_fixM_Fspr_EM","Cod","Catch IAV","  4,203"
"29","SS_OM","SS_fixM_Fspr_EM","Cod","P(Closed)","0"
"30","SS_OM","SS_fixM_Fspr_EM","Cod","Avg terminal SSB Relative MSE","0"
"31","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy > Flimit)","0"
"32","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB < SSBlimit)","0.05"
"33","SS_OM","SS_fixM_Fspr_EM","Cod","OM: P(Fy > Flimit)","0"
"34","SS_OM","SS_fixM_Fspr_EM","Cod","OM: P(SSB < SSBlimit)","0.06"
"35","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"36","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"37","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"38","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.01"
"39","SS_OM","SS_fixM_Fspr_EM","Cod","OM: Terminal SSB Depletion","0.46"
"40","SS_OM","SS_estM_Fspr_EM","Pollock","Average Catch","159,421"
"41","SS_OM","SS_estM_Fspr_EM","Pollock","Catch IAV"," 18,241"
"42","SS_OM","SS_estM_Fspr_EM","Pollock","P(Closed)","0"
"43","SS_OM","SS_estM_Fspr_EM","Pollock","Avg terminal SSB Relative MSE","0.11"
"44","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy > Flimit)","0"
"45","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit)","0.01"
"46","SS_OM","SS_estM_Fspr_EM","Pollock","OM: P(Fy > Flimit)","0.67"
"47","SS_OM","SS_estM_Fspr_EM","Pollock","OM: P(SSB < SSBlimit)","0.11"
"48","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"49","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.67"
"50","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"51","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.1"
"52","SS_OM","SS_estM_Fspr_EM","Pollock","OM: Terminal SSB Depletion","0.39"
"66","SS_OM","SS_estM_Fspr_EM","Cod","Average Catch"," 17,795"
"67","SS_OM","SS_estM_Fspr_EM","Cod","Catch IAV","  2,501"
"68","SS_OM","SS_estM_Fspr_EM","Cod","P(Closed)","0"
"69","SS_OM","SS_estM_Fspr_EM","Cod","Avg terminal SSB Relative MSE","0.03"
"70","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy > Flimit)","0"
"71","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(SSB < SSBlimit)","0.05"
"72","SS_OM","SS_estM_Fspr_EM","Cod","OM: P(Fy > Flimit)","0"
"73","SS_OM","SS_estM_Fspr_EM","Cod","OM: P(SSB < SSBlimit)","0.05"
"74","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"75","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"76","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"77","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"78","SS_OM","SS_estM_Fspr_EM","Cod","OM: Terminal SSB Depletion","0.55"
"79","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","Average Catch","326,997"
"80","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","Catch IAV"," 31,250"
"81","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","P(Closed)","0"
"82","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"83","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy > Flimit)","0"
"84","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"85","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","OM: P(Fy > Flimit)","0"
"86","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"87","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"88","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"89","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"90","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"91","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","OM: Terminal SSB Depletion","3.44"
"105","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","Average Catch"," 47,048"
"106","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","Catch IAV","  9,241"
"107","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","P(Closed)","0"
"108","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","Avg terminal SSB Relative MSE","0"
"109","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy > Flimit)","0"
"110","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB < SSBlimit)","0.04"
"111","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","OM: P(Fy > Flimit)","0"
"112","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","OM: P(SSB < SSBlimit)","0"
"113","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"114","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"115","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.04"
"116","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"117","SS_Ricker_OM","SS_fixM_Fspr_EM","Cod","OM: Terminal SSB Depletion","0.94"
"118","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","Average Catch","340,800"
"119","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","Catch IAV"," 42,888"
"120","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","P(Closed)","0"
"121","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","Avg terminal SSB Relative MSE","0.16"
"122","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy > Flimit)","0"
"123","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"124","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","OM: P(Fy > Flimit)","0.69"
"125","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"126","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"127","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.68"
"128","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"129","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"130","SS_Ricker_OM","SS_estM_Fspr_EM","Pollock","OM: Terminal SSB Depletion","1.71"
"144","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","Average Catch"," 37,217"
"145","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","Catch IAV","  6,232"
"146","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","P(Closed)","0"
"147","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","Avg terminal SSB Relative MSE","0.02"
"148","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy > Flimit)","0"
"149","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","EM: P(SSB < SSBlimit)","0.04"
"150","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","OM: P(Fy > Flimit)","0"
"151","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","OM: P(SSB < SSBlimit)","0"
"152","SS_Ricker_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
