"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_fixM_Tier1_EM","Pollock","Average Catch","1,871,847"
"2","SS_OM","SS_fixM_Tier1_EM","Pollock","Catch IAV","   46,454"
"3","SS_OM","SS_fixM_Tier1_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_fixM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0"
"5","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"6","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"7","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"8","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"9","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"11","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"13","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: Terminal SSB Depletion","0.48"
"14","SS_OM","SS_fixM_Tier1_EM","Cod","Average Catch","  131,152"
"15","SS_OM","SS_fixM_Tier1_EM","Cod","Catch IAV","    2,612"
"16","SS_OM","SS_fixM_Tier1_EM","Cod","P(Closed)","0"
"17","SS_OM","SS_fixM_Tier1_EM","Cod","Avg terminal SSB Relative MSE","0"
"18","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(Fy > Flimit)","0"
"19","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(SSB < SSBlimit)","0"
"20","SS_OM","SS_fixM_Tier1_EM","Cod","OM: P(Fy > Flimit)","0"
"21","SS_OM","SS_fixM_Tier1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"22","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"23","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"24","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"25","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
