"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_fixM_Fspr_EM","Pollock","Average Catch","  110,982"
"2","SS_OM","SS_fixM_Fspr_EM","Pollock","Catch IAV","0.28"
"3","SS_OM","SS_fixM_Fspr_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_fixM_Fspr_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"5","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy > Flimit)","0"
"6","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"7","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: P(Fy > Flimit)","0"
"8","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"9","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"11","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_fixM_Fspr_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"13","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: Terminal B","2,205,738"
"14","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: Terminal SSB","  273,701"
"15","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: Terminal SSB Depletion","2.42"
"16","SS_OM","SS_fixM_Fspr_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.55"
"33","SS_OM","SS_fixM_Fspr_EM","Cod","Average Catch","   23,003"
"34","SS_OM","SS_fixM_Fspr_EM","Cod","Catch IAV","0.24"
"35","SS_OM","SS_fixM_Fspr_EM","Cod","P(Closed)","0"
"36","SS_OM","SS_fixM_Fspr_EM","Cod","Avg terminal SSB Relative MSE","0"
"37","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy > Flimit)","0"
"38","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB < SSBlimit)","0.05"
"39","SS_OM","SS_fixM_Fspr_EM","Cod","OM: P(Fy > Flimit)","0"
"40","SS_OM","SS_fixM_Fspr_EM","Cod","OM: P(SSB < SSBlimit)","0.06"
"41","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"42","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"43","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"44","SS_OM","SS_fixM_Fspr_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.01"
"45","SS_OM","SS_fixM_Fspr_EM","Cod","OM: Terminal B","  387,556"
"46","SS_OM","SS_fixM_Fspr_EM","Cod","OM: Terminal SSB","  177,210"
"47","SS_OM","SS_fixM_Fspr_EM","Cod","OM: Terminal SSB Depletion","1.13"
"48","SS_OM","SS_fixM_Fspr_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.48"
"49","SS_OM","SS_estM_Fspr_EM","Pollock","Average Catch","  159,421"
"50","SS_OM","SS_estM_Fspr_EM","Pollock","Catch IAV","0.33"
"51","SS_OM","SS_estM_Fspr_EM","Pollock","P(Closed)","0"
"52","SS_OM","SS_estM_Fspr_EM","Pollock","Avg terminal SSB Relative MSE","0.15"
"53","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy > Flimit)","0"
"54","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit)","0.01"
"55","SS_OM","SS_estM_Fspr_EM","Pollock","OM: P(Fy > Flimit)","0.67"
"56","SS_OM","SS_estM_Fspr_EM","Pollock","OM: P(SSB < SSBlimit)","0.1"
"57","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"58","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.67"
"59","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"60","SS_OM","SS_estM_Fspr_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.09"
"61","SS_OM","SS_estM_Fspr_EM","Pollock","OM: Terminal B","1,969,090"
"62","SS_OM","SS_estM_Fspr_EM","Pollock","OM: Terminal SSB","  189,909"
"63","SS_OM","SS_estM_Fspr_EM","Pollock","OM: Terminal SSB Depletion","1.68"
"64","SS_OM","SS_estM_Fspr_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.38"
"81","SS_OM","SS_estM_Fspr_EM","Cod","Average Catch","   17,795"
"82","SS_OM","SS_estM_Fspr_EM","Cod","Catch IAV","0.21"
"83","SS_OM","SS_estM_Fspr_EM","Cod","P(Closed)","0"
"84","SS_OM","SS_estM_Fspr_EM","Cod","Avg terminal SSB Relative MSE","0.04"
"85","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy > Flimit)","0"
"86","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(SSB < SSBlimit)","0.05"
"87","SS_OM","SS_estM_Fspr_EM","Cod","OM: P(Fy > Flimit)","0"
"88","SS_OM","SS_estM_Fspr_EM","Cod","OM: P(SSB < SSBlimit)","0.05"
"89","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"90","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"91","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"92","SS_OM","SS_estM_Fspr_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"93","SS_OM","SS_estM_Fspr_EM","Cod","OM: Terminal B","  431,136"
"94","SS_OM","SS_estM_Fspr_EM","Cod","OM: Terminal SSB","  218,661"
"95","SS_OM","SS_estM_Fspr_EM","Cod","OM: Terminal SSB Depletion","1.39"
"96","SS_OM","SS_estM_Fspr_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.6"
"97","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","Average Catch","  236,327"
"98","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","Catch IAV","0.3"
"99","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","P(Closed)","0"
"100","SS_Ricker_OM","SS_fixM_Fspr_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
