"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_estM_Cat1_EM","Pollock","Average Catch","  177,116"
"2","SS_OM","SS_estM_Cat1_EM","Pollock","Catch IAV","   24,198"
"3","SS_OM","SS_estM_Cat1_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_estM_Cat1_EM","Pollock","Avg terminal SSB Relative MSE","0.04"
"5","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy > Flimit)","0.03"
"6","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit)","0.09"
"7","SS_OM","SS_estM_Cat1_EM","Pollock","OM: P(Fy > Flimit)","0.84"
"8","SS_OM","SS_estM_Cat1_EM","Pollock","OM: P(SSB < SSBlimit)","0.35"
"9","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.8"
"11","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.26"
"13","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal SSB Depletion","0.33"
"27","SS_OM","SS_estM_Cat1_EM","Cod","Average Catch","   21,410"
"28","SS_OM","SS_estM_Cat1_EM","Cod","Catch IAV","    4,245"
"29","SS_OM","SS_estM_Cat1_EM","Cod","P(Closed)","0"
"30","SS_OM","SS_estM_Cat1_EM","Cod","Avg terminal SSB Relative MSE","0.02"
"31","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy > Flimit)","0.1"
"32","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(SSB < SSBlimit)","0.1"
"33","SS_OM","SS_estM_Cat1_EM","Cod","OM: P(Fy > Flimit)","0"
"34","SS_OM","SS_estM_Cat1_EM","Cod","OM: P(SSB < SSBlimit)","0.09"
"35","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0.1"
"36","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
