"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_estM_Tier1_EM","Pollock","Average Catch","168,529"
"2","SS_OM","SS_estM_Tier1_EM","Pollock","Catch IAV"," 30,956"
"3","SS_OM","SS_estM_Tier1_EM","Pollock","P(Closed)","0.01"
"4","SS_OM","SS_estM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.06"
"5","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"6","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0.01"
"7","SS_OM","SS_estM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0.03"
"8","SS_OM","SS_estM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0.1"
"9","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.03"
"11","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.1"
"13","SS_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion","0.35"
"27","SS_OM","SS_estM_Tier1_EM","Cod","Average Catch"," 20,081"
"28","SS_OM","SS_estM_Tier1_EM","Cod","Catch IAV","  4,897"
"29","SS_OM","SS_estM_Tier1_EM","Cod","P(Closed)","0.02"
"30","SS_OM","SS_estM_Tier1_EM","Cod","Avg terminal SSB Relative MSE","0.01"
"31","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit)","0"
"32","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit)","0.02"
"33","SS_OM","SS_estM_Tier1_EM","Cod","OM: P(Fy > Flimit)","0"
"34","SS_OM","SS_estM_Tier1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"35","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"36","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"37","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.02"
"38","SS_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"39","SS_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB Depletion","0.51"
"40","SS_OM","SS_estM_dynamicTier1_EM","Pollock","Average Catch","174,284"
"41","SS_OM","SS_estM_dynamicTier1_EM","Pollock","Catch IAV"," 24,450"
"42","SS_OM","SS_estM_dynamicTier1_EM","Pollock","P(Closed)","0"
"43","SS_OM","SS_estM_dynamicTier1_EM","Pollock","Avg terminal SSB Relative MSE","0.06"
"44","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"45","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"46","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(Fy > Flimit)","0.03"
"47","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(SSB < SSBlimit)","0.05"
"48","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"49","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.03"
"50","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"51","SS_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.05"
"52","SS_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion","0.33"
"66","SS_OM","SS_estM_dynamicTier1_EM","Cod","Average Catch"," 19,252"
"67","SS_OM","SS_estM_dynamicTier1_EM","Cod","Catch IAV","  3,069"
"68","SS_OM","SS_estM_dynamicTier1_EM","Cod","P(Closed)","0"
"69","SS_OM","SS_estM_dynamicTier1_EM","Cod","Avg terminal SSB Relative MSE","0.02"
"70","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit)","0"
"71","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit)","0"
"72","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(Fy > Flimit)","0"
"73","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"74","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"75","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"76","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"77","SS_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"78","SS_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion","0.57"
"79","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","Average Catch","324,328"
"80","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","Catch IAV"," 49,036"
"81","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","P(Closed)","0"
"82","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.07"
"83","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"84","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"85","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0.03"
"86","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"87","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"88","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.03"
"89","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"90","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"91","SS_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion","1.31"
"105","SS_Ricker_OM","SS_estM_Tier1_EM","Cod","Average Catch"," 43,880"
