"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_fixM_Tier1_EM","Pollock","Average Catch","  131,329"
"2","SS_OM","SS_fixM_Tier1_EM","Pollock","Catch IAV","0.33"
"3","SS_OM","SS_fixM_Tier1_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_fixM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"5","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"6","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"7","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"8","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"9","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"11","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_fixM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"13","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: Terminal B","2,109,703"
"14","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: Terminal SSB","  238,485"
"15","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: Terminal SSB Depletion","2.1"
"16","SS_OM","SS_fixM_Tier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.49"
"33","SS_OM","SS_fixM_Tier1_EM","Cod","Average Catch","   22,647"
"34","SS_OM","SS_fixM_Tier1_EM","Cod","Catch IAV","0.31"
"35","SS_OM","SS_fixM_Tier1_EM","Cod","P(Closed)","0.03"
"36","SS_OM","SS_fixM_Tier1_EM","Cod","Avg terminal SSB Relative MSE","0"
"37","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(Fy > Flimit)","0"
"38","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(SSB < SSBlimit)","0.03"
"39","SS_OM","SS_fixM_Tier1_EM","Cod","OM: P(Fy > Flimit)","0"
"40","SS_OM","SS_fixM_Tier1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"41","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"42","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"43","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.03"
"44","SS_OM","SS_fixM_Tier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"45","SS_OM","SS_fixM_Tier1_EM","Cod","OM: Terminal B","  386,746"
"46","SS_OM","SS_fixM_Tier1_EM","Cod","OM: Terminal SSB","  176,432"
"47","SS_OM","SS_fixM_Tier1_EM","Cod","OM: Terminal SSB Depletion","1.12"
"48","SS_OM","SS_fixM_Tier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.48"
"49","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","Average Catch","  135,878"
"50","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","Catch IAV","0.31"
"51","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","P(Closed)","0"
"52","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"53","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"54","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"55","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"56","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"57","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"58","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"59","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"60","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"61","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","OM: Terminal B","2,083,304"
"62","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","OM: Terminal SSB","  229,741"
"63","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion","2.03"
"64","SS_OM","SS_fixM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.46"
"81","SS_OM","SS_fixM_dynamicTier1_EM","Cod","Average Catch","   23,340"
"82","SS_OM","SS_fixM_dynamicTier1_EM","Cod","Catch IAV","0.26"
"83","SS_OM","SS_fixM_dynamicTier1_EM","Cod","P(Closed)","0"
"84","SS_OM","SS_fixM_dynamicTier1_EM","Cod","Avg terminal SSB Relative MSE","0"
"85","SS_OM","SS_fixM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit)","0"
"86","SS_OM","SS_fixM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit)","0"
"87","SS_OM","SS_fixM_dynamicTier1_EM","Cod","OM: P(Fy > Flimit)","0"
"88","SS_OM","SS_fixM_dynamicTier1_EM","Cod","OM: P(SSB < SSBlimit)","0"
"89","SS_OM","SS_fixM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"90","SS_OM","SS_fixM_dynamicTier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"91","SS_OM","SS_fixM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"92","SS_OM","SS_fixM_dynamicTier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"93","SS_OM","SS_fixM_dynamicTier1_EM","Cod","OM: Terminal B","  384,535"
"94","SS_OM","SS_fixM_dynamicTier1_EM","Cod","OM: Terminal SSB","  174,365"
"95","SS_OM","SS_fixM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion","1.11"
"96","SS_OM","SS_fixM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.47"
"97","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","Average Catch","  286,200"
"98","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","Catch IAV","0.32"
"99","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","P(Closed)","0"
"100","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.01"
"101","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"102","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"103","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"104","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"105","SS_Ricker_OM","SS_fixM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
