"","Species","Performance metric","SS_OM__SS_fixM_Tier3_EM_ATFRup","SS_OM__SS_fixM_dynamicTier3_EM_ATFRup","SS_OM__SS_estM_Tier3_EM_ATFRup","SS_OM__SS_estM_dynamicTier3_EM_ATFRup","SSM_OM__SS_fixM_Tier3_EM_ATFRup","SSM_OM__SS_fixM_dynamicTier3_EM_ATFRup","SSM_OM__SS_estM_Tier3_EM_ATFRup","SSM_OM__SS_estM_dynamicTier3_EM_ATFRup","MS_OM__SS_fixM_Tier3_EM_ATFRup","MS_OM__SS_fixM_dynamicTier3_EM_ATFRup","MS_OM__SS_estM_Tier3_EM_ATFRup","MS_OM__SS_estM_dynamicTier3_EM_ATFRup"
"26","Arrowtooth flounder","OM: Terminal SSB/SSBtarget",0.552895410330649,0.552137393002772,0.557473345985129,0.555799697514363,0.639226035072764,0.639600281592435,0.570138499473585,0.569714513352442,0.65421652102188,0.654744549128041,0.609496484799599,0.60949221652639
"27","Cod","Average Catch",31754.5081116037,31689.9673906382,25965.3861757423,25997.8108280045,20285.6853574873,20522.5179406301,13731.1076571747,14740.510413882,26413.3297778863,26574.3655354001,20456.3787657415,20534.8398574092
"28","Cod","Catch IAV",12787.0275826513,11238.2326763458,6843.38477036548,6444.62841163083,12838.4559976765,9230.52020114128,2200.1466943023,1711.14683281638,11699.5458089421,9063.94678810982,4417.1099809951,3723.65535461306
"29","Cod","P(Closed)",0.0311111111111111,0.000634920634920635,0.0166666666666667,7.93650793650794e-05,0.0664285714285714,0.0256349206349206,0.101587301587302,0.00333333333333333,0.0530952380952381,0.0019047619047619,0.0354761904761905,0
"30","Cod","Avg terminal SSB Relative MSE",0.00525800208967172,0.00274681736520011,0.023400160734856,0.0215678130675318,0.15731108494016,0.1189886616505,0.00564437521916717,0.00269745513143432,0.030427085156059,0.0184661946085811,0.00849072611545287,0.0112889540047905
"31","Cod","EM: P(Fy > Flimit)",0.0185714285714286,0.0124603174603175,0.00380952380952381,0.00238095238095238,0.103174603174603,0.129444444444444,0.000476190476190476,0.000158730158730159,0.0399206349206349,0.0531746031746032,0.00103174603174603,0.000793650793650794
"32","Cod","EM: P(SSB < SSBlimit)",0.0468253968253968,0.00134920634920635,0.0380952380952381,7.93650793650794e-05,0.0779365079365079,0.0508730158730159,0.103571428571429,0.049047619047619,0.0582539682539683,0.0242857142857143,0.0499206349206349,0
"33","Cod","OM: P(Fy > Flimit)",0.0297222222222222,0.0293253968253968,0,0,0.631547619047619,0.653849206349206,0.166746031746032,0.166785714285714,7.93650793650794e-05,0.000476190476190476,0,0
"34","Cod","OM: P(SSB < SSBlimit)",0.073968253968254,0.00166666666666667,0.0454761904761905,0,0.514365079365079,0.458730158730159,0.100952380952381,0.0476190476190476,0.14,0.155952380952381,0.076031746031746,0.078968253968254
"35","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0174603174603175,0.010952380952381,0.00380952380952381,0.00238095238095238,0.0433730158730159,0.055952380952381,0.000476190476190476,7.93650793650794e-05,0.0399206349206349,0.0526984126984127,0.00103174603174603,0.000793650793650794
"36","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.0286111111111111,0.0278174603174603,0,0,0.571746031746032,0.580357142857143,0.166746031746032,0.166706349206349,7.93650793650794e-05,0,0,0
"37","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.000158730158730159,0.000317460317460317,0.00158730158730159,7.93650793650794e-05,0,0,0.00293650793650794,0.00142857142857143,0.000158730158730159,0.000238095238095238,0.00198412698412698,0
"38","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.0273015873015873,0.000634920634920635,0.00896825396825397,0,0.436428571428571,0.407857142857143,0.000317460317460317,0,0.0819047619047619,0.131904761904762,0.0280952380952381,0.078968253968254
"39","Cod","OM: Terminal SSB/SSBtarget",0.374638921584729,0.374165806713539,0.465162819248337,0.463551442411043,0.195847163680403,0.190453133104461,0.407596723088029,0.392246648804731,0.327934179566763,0.325813041997727,0.457775211169737,0.455310041356551
