"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_estM_Cat1_EM","Pollock","Average Catch","  177"
"2","SS_OM","SS_estM_Cat1_EM","Pollock","Catch IAV","0.36"
"3","SS_OM","SS_estM_Cat1_EM","Pollock","P(Closed)","1"
"4","SS_OM","SS_estM_Cat1_EM","Pollock","Avg SSB Relative MSE","0.772364539839585"
"5","SS_OM","SS_estM_Cat1_EM","Pollock","Avg terminal SSB Relative MSE","0.06"
"6","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy > Flimit)","0.03"
"7","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit)","0.09"
"8","SS_OM","SS_estM_Cat1_EM","Pollock","OM: P(Fy > Flimit)","0.84"
"9","SS_OM","SS_estM_Cat1_EM","Pollock","OM: P(SSB < SSBlimit)","0.35"
"10","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"11","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.8"
"12","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"13","SS_OM","SS_estM_Cat1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.26"
"14","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal B","1,888"
"15","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal SSB","  162"
"16","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal SSB Depletion","0.34"
"17","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.33"
"18","SS_OM","SS_estM_Cat1_EM","Pollock","OM: Average SSB Depletion","0.326564114305282"
"37","SS_OM","SS_estM_Cat1_EM","Cod","Average Catch","   21"
"38","SS_OM","SS_estM_Cat1_EM","Cod","Catch IAV","0.26"
"39","SS_OM","SS_estM_Cat1_EM","Cod","P(Closed)","1"
"40","SS_OM","SS_estM_Cat1_EM","Cod","Avg SSB Relative MSE","0.368542091130266"
"41","SS_OM","SS_estM_Cat1_EM","Cod","Avg terminal SSB Relative MSE","0.02"
"42","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy > Flimit)","0.1"
"43","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(SSB < SSBlimit)","0.1"
"44","SS_OM","SS_estM_Cat1_EM","Cod","OM: P(Fy > Flimit)","0"
"45","SS_OM","SS_estM_Cat1_EM","Cod","OM: P(SSB < SSBlimit)","0.09"
"46","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0.1"
"47","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"48","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.02"
"49","SS_OM","SS_estM_Cat1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"50","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal B","  398"
"51","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal SSB","  187"
"52","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal SSB Depletion","0.51"
"53","SS_OM","SS_estM_Cat1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.51"
