"","OM","EM","Species","Performance.metric","Value"
"1","SS_OM","SS_fixM_AvgF_EM","Pollock","Average Catch"," 1,348,182"
"2","SS_OM","SS_fixM_AvgF_EM","Pollock","Catch IAV","0.09"
"3","SS_OM","SS_fixM_AvgF_EM","Pollock","P(Closed)","0"
"4","SS_OM","SS_fixM_AvgF_EM","Pollock","Avg terminal SSB Relative MSE","0"
"5","SS_OM","SS_fixM_AvgF_EM","Pollock","EM: P(Fy > Flimit)","0"
"6","SS_OM","SS_fixM_AvgF_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"7","SS_OM","SS_fixM_AvgF_EM","Pollock","OM: P(Fy > Flimit)","0"
"8","SS_OM","SS_fixM_AvgF_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"9","SS_OM","SS_fixM_AvgF_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"10","SS_OM","SS_fixM_AvgF_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"11","SS_OM","SS_fixM_AvgF_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"12","SS_OM","SS_fixM_AvgF_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"13","SS_OM","SS_fixM_AvgF_EM","Pollock","OM: Terminal B","19,294,602"
"14","SS_OM","SS_fixM_AvgF_EM","Pollock","OM: Terminal SSB"," 5,665,844"
"15","SS_OM","SS_fixM_AvgF_EM","Pollock","OM: Terminal SSB Depletion","0.98"
"16","SS_OM","SS_fixM_AvgF_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.63"
"17","SS_OM","SS_fixM_AvgF_EM","Cod","Average Catch","   172,095"
"18","SS_OM","SS_fixM_AvgF_EM","Cod","Catch IAV","0.15"
"19","SS_OM","SS_fixM_AvgF_EM","Cod","P(Closed)","0"
"20","SS_OM","SS_fixM_AvgF_EM","Cod","Avg terminal SSB Relative MSE","0"
"21","SS_OM","SS_fixM_AvgF_EM","Cod","EM: P(Fy > Flimit)","0"
"22","SS_OM","SS_fixM_AvgF_EM","Cod","EM: P(SSB < SSBlimit)","0.04"
"23","SS_OM","SS_fixM_AvgF_EM","Cod","OM: P(Fy > Flimit)","0"
"24","SS_OM","SS_fixM_AvgF_EM","Cod","OM: P(SSB < SSBlimit)","0.01"
"25","SS_OM","SS_fixM_AvgF_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"26","SS_OM","SS_fixM_AvgF_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"27","SS_OM","SS_fixM_AvgF_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.04"
"28","SS_OM","SS_fixM_AvgF_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"29","SS_OM","SS_fixM_AvgF_EM","Cod","OM: Terminal B"," 1,022,317"
"30","SS_OM","SS_fixM_AvgF_EM","Cod","OM: Terminal SSB","   172,867"
"31","SS_OM","SS_fixM_AvgF_EM","Cod","OM: Terminal SSB Depletion","0.4"
"32","SS_OM","SS_fixM_AvgF_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.29"
"33","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","Average Catch","    11,592"
"34","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","Catch IAV","0.04"
"35","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","P(Closed)","0"
"36","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","Avg terminal SSB Relative MSE","0"
"37","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","EM: P(Fy > Flimit)","0"
"38","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit)","0"
"39","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","OM: P(Fy > Flimit)","0"
"40","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","OM: P(SSB < SSBlimit)","0"
"41","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"42","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"43","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"44","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"45","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","OM: Terminal B","   534,201"
"46","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","OM: Terminal SSB","   357,294"
"47","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","OM: Terminal SSB Depletion","1.21"
"48","SS_OM","SS_fixM_AvgF_EM","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)","0.81"
"49","SS_OM","SS_estM_AvgF_EM","Pollock","Average Catch"," 1,333,729"
"50","SS_OM","SS_estM_AvgF_EM","Pollock","Catch IAV","0.09"
