"","OM","EM","Species","Performance.metric","Value"
"1","SSM_OM","SS_estM_Tier1_EM","Pollock","Average Catch","  108"
"2","SSM_OM","SS_estM_Tier1_EM","Pollock","Catch IAV","0.29"
"3","SSM_OM","SS_estM_Tier1_EM","Pollock","P(Closed)","1"
"4","SSM_OM","SS_estM_Tier1_EM","Pollock","Avg SSB Relative MSE","0.650852884685055"
"5","SSM_OM","SS_estM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.14"
"6","SSM_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"7","SSM_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"8","SSM_OM","SS_estM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"9","SSM_OM","SS_estM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"10","SSM_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"11","SSM_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"12","SSM_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"13","SSM_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"14","SSM_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal B","1,324"
"15","SSM_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB","  219"
"16","SSM_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion","0.47"
"17","SSM_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.46"
"18","SSM_OM","SS_estM_Tier1_EM","Pollock","OM: Average SSB Depletion","0.445267115566344"
"37","SSM_OM","SS_estM_Tier1_EM","Cod","Average Catch","   12"
"38","SSM_OM","SS_estM_Tier1_EM","Cod","Catch IAV","0.22"
"39","SSM_OM","SS_estM_Tier1_EM","Cod","P(Closed)","0.92"
"40","SSM_OM","SS_estM_Tier1_EM","Cod","Avg SSB Relative MSE","0.167578883669155"
"41","SSM_OM","SS_estM_Tier1_EM","Cod","Avg terminal SSB Relative MSE","0.1"
"42","SSM_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit)","0"
"43","SSM_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit)","0.05"
"44","SSM_OM","SS_estM_Tier1_EM","Cod","OM: P(Fy > Flimit)","0"
"45","SSM_OM","SS_estM_Tier1_EM","Cod","OM: P(SSB < SSBlimit)","0.07"
"46","SSM_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"47","SSM_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"48","SSM_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"49","SSM_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.02"
"50","SSM_OM","SS_estM_Tier1_EM","Cod","OM: Terminal B","  282"
"51","SSM_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB","  186"
"52","SSM_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB Depletion","0.52"
"53","SSM_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.51"
"54","SSM_OM","SS_estM_Tier1_EM","Cod","OM: Average SSB Depletion","0.468568350302615"
"55","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","Average Catch","  110"
"56","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","Catch IAV","0.26"
"57","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","P(Closed)","1"
"58","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","Avg SSB Relative MSE","0.657852249368311"
"59","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","Avg terminal SSB Relative MSE","0.13"
"60","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"61","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"62","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"63","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"64","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"65","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"66","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"67","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"68","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal B","1,310"
"69","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB","  215"
"70","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion","0.46"
"71","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.45"
"72","SSM_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Average SSB Depletion","0.430198827975348"
"91","SSM_OM","SS_estM_dynamicTier1_EM","Cod","Average Catch","   13"
"92","SSM_OM","SS_estM_dynamicTier1_EM","Cod","Catch IAV","0.18"
"93","SSM_OM","SS_estM_dynamicTier1_EM","Cod","P(Closed)","0.95"
"94","SSM_OM","SS_estM_dynamicTier1_EM","Cod","Avg SSB Relative MSE","0.172759319359832"
"95","SSM_OM","SS_estM_dynamicTier1_EM","Cod","Avg terminal SSB Relative MSE","0.11"
"96","SSM_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit)","0"
"97","SSM_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit)","0.02"
"98","SSM_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(Fy > Flimit)","0"
"99","SSM_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(SSB < SSBlimit)","0.02"
"100","SSM_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"101","SSM_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"102","SSM_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"103","SSM_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"104","SSM_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal B","  283"
"105","SSM_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB","  187"
"106","SSM_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion","0.52"
"107","SSM_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.51"
"108","SSM_OM","SS_estM_dynamicTier1_EM","Cod","OM: Average SSB Depletion","0.493775248491345"
"109","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","Average Catch","  253"
"110","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","Catch IAV","0.28"
"111","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","P(Closed)","1"
"112","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","Avg SSB Relative MSE","0.673678212175657"
"113","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.15"
"114","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"115","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"116","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"117","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0"
"118","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"119","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"120","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"121","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"122","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal B","3,273"
"123","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB","  527"
"124","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion","1.99"
"125","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.56"
"126","SSM_Ricker_OM","SS_estM_Tier1_EM","Pollock","OM: Average SSB Depletion","1.68712143727345"
"145","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","Average Catch","   21"
"146","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","Catch IAV","0.21"
"147","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","P(Closed)","0.93"
"148","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","Avg SSB Relative MSE","0.18265505418039"
"149","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","Avg terminal SSB Relative MSE","0.13"
"150","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit)","0"
"151","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit)","0.05"
"152","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","OM: P(Fy > Flimit)","0"
"153","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","OM: P(SSB < SSBlimit)","0.02"
"154","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"155","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"156","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0.02"
"157","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"158","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","OM: Terminal B","  485"
"159","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB","  330"
"160","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB Depletion","1.13"
"161","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.71"
"162","SSM_Ricker_OM","SS_estM_Tier1_EM","Cod","OM: Average SSB Depletion","1.02305581178721"
"163","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","Average Catch","  252"
"164","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","Catch IAV","0.28"
"165","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","P(Closed)","1"
"166","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","Avg SSB Relative MSE","0.674492378787063"
"167","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","Avg terminal SSB Relative MSE","0.14"
"168","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"169","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit)","0"
"170","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(Fy > Flimit)","0"
"171","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","OM: P(SSB < SSBlimit)","0.06"
"172","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"173","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"174","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"175","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.06"
"176","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal B","3,286"
"177","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB","  532"
"178","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion","2.01"
"179","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Terminal SSB Depletion (Dynamic)","0.56"
"180","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Pollock","OM: Average SSB Depletion","0.476479885165334"
"199","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","Average Catch","   21"
"200","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","Catch IAV","0.2"
"201","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","P(Closed)","0.95"
"202","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","Avg SSB Relative MSE","0.187556445771167"
"203","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","Avg terminal SSB Relative MSE","0.14"
"204","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit)","0"
"205","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit)","0.02"
"206","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(Fy > Flimit)","0"
"207","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","OM: P(SSB < SSBlimit)","0.02"
"208","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"209","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0"
"210","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"211","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0"
"212","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal B","  487"
"213","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB","  332"
"214","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion","1.14"
"215","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","OM: Terminal SSB Depletion (Dynamic)","0.72"
"216","SSM_Ricker_OM","SS_estM_dynamicTier1_EM","Cod","OM: Average SSB Depletion","0.706314491053231"
"217","SS_OM","SS_estM_Tier1_EM","Pollock","Average Catch","  169"
"218","SS_OM","SS_estM_Tier1_EM","Pollock","Catch IAV","0.41"
"219","SS_OM","SS_estM_Tier1_EM","Pollock","P(Closed)","0.99"
"220","SS_OM","SS_estM_Tier1_EM","Pollock","Avg SSB Relative MSE","0.753534139646266"
"221","SS_OM","SS_estM_Tier1_EM","Pollock","Avg terminal SSB Relative MSE","0.29"
"222","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit)","0"
"223","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit)","0.01"
"224","SS_OM","SS_estM_Tier1_EM","Pollock","OM: P(Fy > Flimit)","0.03"
"225","SS_OM","SS_estM_Tier1_EM","Pollock","OM: P(SSB < SSBlimit)","0.1"
"226","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)","0"
"227","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)","0.03"
"228","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)","0"
"229","SS_OM","SS_estM_Tier1_EM","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)","0.1"
