"","Average.M","M.var","Min.M","Max.M","OM","EM","Rec","Spp"
"20",0.314023600367112,0.000293759794092912,0.268517538840176,0.455695034905407,"SSM_OM","SS_estM_Tier3_EM","ATFRdown","Cod"
"21",0.273802290484451,0.000312395311963116,0.233855288609103,0.398841560776644,"SSM_OM","SS_estM_dynamicTier3_EM","ConstantR","Pollock"
"22",0.256662668331567,7.63526810083075e-05,0.249162888630285,0.27744475853736,"SSM_OM","SS_estM_dynamicTier3_EM","ConstantR","ATF F"
"23",0.330202901959866,9.07642567161894e-05,0.325808014316418,0.352633718451606,"SSM_OM","SS_estM_dynamicTier3_EM","ConstantR","ATF M"
"24",0.317600940217226,0.000141504434066813,0.293816882028046,0.351939256103661,"SSM_OM","SS_estM_dynamicTier3_EM","ConstantR","Cod"
"25",0.276141515878363,0.000261422549671595,0.233736891735882,0.336123731047111,"SSM_OM","SS_estM_dynamicTier3_EM","AllUp","Pollock"
"26",0.258365534900303,6.51070060151217e-05,0.252206075727329,0.277161507641328,"SSM_OM","SS_estM_dynamicTier3_EM","AllUp","ATF F"
"27",0.331624337549957,8.30395079161399e-05,0.326915075557825,0.352630842782938,"SSM_OM","SS_estM_dynamicTier3_EM","AllUp","ATF M"
"28",0.317496471727228,0.000151965149805739,0.285348584511216,0.349130548897491,"SSM_OM","SS_estM_dynamicTier3_EM","AllUp","Cod"
"29",0.27477631428597,0.000258652611843756,0.231640996455138,0.331520045232119,"SSM_OM","SS_estM_dynamicTier3_EM","AllDown","Pollock"
"30",0.255811975839611,8.3340393981952e-05,0.247652457882331,0.278780525414367,"SSM_OM","SS_estM_dynamicTier3_EM","AllDown","ATF F"
"31",0.329419821996026,9.46495693083846e-05,0.323703498434001,0.353690554007044,"SSM_OM","SS_estM_dynamicTier3_EM","AllDown","ATF M"
"32",0.316952529653076,0.000129555793638478,0.278356156736421,0.346883671097788,"SSM_OM","SS_estM_dynamicTier3_EM","AllDown","Cod"
"33",0.274841633218542,0.000310064338506838,0.234856800661401,0.390885689907031,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRup","Pollock"
"34",0.25830450076463,6.64551745965415e-05,0.252070395362424,0.27888311503682,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRup","ATF F"
"35",0.331504998655634,8.40367818170213e-05,0.327289931997465,0.353557555011538,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRup","ATF M"
"36",0.316992925190861,0.000140629685761109,0.289594764529497,0.350639711347223,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRup","Cod"
"37",0.273602911155556,0.000327682728850908,0.225910016809137,0.39884516201323,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRdown","Pollock"
"38",0.255812740376597,8.23936975337221e-05,0.246026310004112,0.277949356995518,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRdown","ATF F"
"39",0.329470871826805,9.43845223835347e-05,0.321055239035204,0.354468214970166,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRdown","ATF M"
"40",0.317857899039165,0.000140920661087549,0.289855216308894,0.350771930961759,"SSM_OM","SS_estM_dynamicTier3_EM","ATFRdown","Cod"
"41",0.348687296861758,0.00109381600596379,0.265260683790592,0.450751854413157,"SSM_OM","SS_estM_Cat1_EM","ConstantR","Pollock"
"42",0.253414614046999,4.3164444408891e-05,0.250215916723947,0.271774584224805,"SSM_OM","SS_estM_Cat1_EM","ConstantR","ATF F"
"43",0.327067657878913,7.04982273435727e-05,0.325121295379654,0.348013349816264,"SSM_OM","SS_estM_Cat1_EM","ConstantR","ATF M"
"44",0.308668760808584,0.000152834006724649,0.280047703145385,0.349005370578866,"SSM_OM","SS_estM_Cat1_EM","ConstantR","Cod"
"45",0.320154694150355,0.000893082304471289,0.262010526521931,0.442375741622962,"SSM_OM","SS_estM_Cat1_EM","AllUp","Pollock"
"46",0.255414987974875,5.27326755399681e-05,0.251614916858466,0.274132752878484,"SSM_OM","SS_estM_Cat1_EM","AllUp","ATF F"
"47",0.328782202610223,8.01628295251851e-05,0.325571364245141,0.351288534960286,"SSM_OM","SS_estM_Cat1_EM","AllUp","ATF M"
"48",0.30793057938816,0.000177546302037104,0.271387740473052,0.346558469473556,"SSM_OM","SS_estM_Cat1_EM","AllUp","Cod"
"49",0.318586496414169,0.000926651906805066,0.257183074382707,0.432494566661736,"SSM_OM","SS_estM_Cat1_EM","AllDown","Pollock"
"50",0.251952194862078,3.94944105775343e-05,0.25166168045376,0.265836429238489,"SSM_OM","SS_estM_Cat1_EM","AllDown","ATF F"
"51",0.325664497037928,6.65476738900307e-05,0.324199707859901,0.342926850423426,"SSM_OM","SS_estM_Cat1_EM","AllDown","ATF M"
"52",0.308899791198699,0.000149384774153436,0.282973256694898,0.351219158979781,"SSM_OM","SS_estM_Cat1_EM","AllDown","Cod"
"53",0.317079669979442,0.000840060051654502,0.258231367189139,0.434299335138728,"SSM_OM","SS_estM_Cat1_EM","ATFRup","Pollock"
"54",0.255314959119436,5.20273013090996e-05,0.252056819275346,0.272414045008482,"SSM_OM","SS_estM_Cat1_EM","ATFRup","ATF F"
"55",0.328683042104773,7.8987477295669e-05,0.324211093123207,0.35050250955525,"SSM_OM","SS_estM_Cat1_EM","ATFRup","ATF M"
"56",0.308862965643998,0.000160542375341386,0.279990109715153,0.347340945620163,"SSM_OM","SS_estM_Cat1_EM","ATFRup","Cod"
"57",0.315414124271892,0.000808408331137541,0.248352628590278,0.429677468822558,"SSM_OM","SS_estM_Cat1_EM","ATFRdown","Pollock"
"58",0.251873406697239,3.93083347267441e-05,0.251258527349802,0.264645314076238,"SSM_OM","SS_estM_Cat1_EM","ATFRdown","ATF F"
"59",0.325689920959603,6.6714109870468e-05,0.324258594074662,0.343259395457179,"SSM_OM","SS_estM_Cat1_EM","ATFRdown","ATF M"
"60",0.308572660422974,0.000169523688959707,0.276327301524222,0.348972792766657,"SSM_OM","SS_estM_Cat1_EM","ATFRdown","Cod"
"61",0.305975192514943,0.000341731232816156,0.259756781527669,0.406246727689196,"SSM_OM","SS_estM_dynamicCat1_EM","ConstantR","Pollock"
"62",0.253220413044825,4.24974527407623e-05,0.251915922002364,0.269453661291197,"SSM_OM","SS_estM_dynamicCat1_EM","ConstantR","ATF F"
"63",0.326869796080837,6.97808466544151e-05,0.325919243460629,0.346044069747371,"SSM_OM","SS_estM_dynamicCat1_EM","ConstantR","ATF M"
"64",0.307495117481568,0.000147515821703376,0.283493913539007,0.350782036380294,"SSM_OM","SS_estM_dynamicCat1_EM","ConstantR","Cod"
"65",0.308592117788987,0.0002885005968385,0.259387555607204,0.37260385288552,"SSM_OM","SS_estM_dynamicCat1_EM","AllUp","Pollock"
"66",0.255410896799145,5.2502328083024e-05,0.251449770957681,0.274590010788024,"SSM_OM","SS_estM_dynamicCat1_EM","AllUp","ATF F"
"67",0.328763938195889,7.99835128080961e-05,0.325242904009656,0.351372686250837,"SSM_OM","SS_estM_dynamicCat1_EM","AllUp","ATF M"
"68",0.30623059744064,0.000156155514524163,0.278945426541152,0.344610318487575,"SSM_OM","SS_estM_dynamicCat1_EM","AllUp","Cod"
"69",0.306512748603061,0.000266113954260541,0.257604517317455,0.367535112772861,"SSM_OM","SS_estM_dynamicCat1_EM","AllDown","Pollock"
"70",0.251933889152097,3.93974964598183e-05,0.251661768843849,0.264943820902441,"SSM_OM","SS_estM_dynamicCat1_EM","AllDown","ATF F"
"71",0.32566213251647,6.66273963067824e-05,0.324374713935114,0.343469656890304,"SSM_OM","SS_estM_dynamicCat1_EM","AllDown","ATF M"
"72",0.307382854812749,0.00013954508932573,0.278485460913812,0.345682710376642,"SSM_OM","SS_estM_dynamicCat1_EM","AllDown","Cod"
"73",0.306515796141777,0.000251810015380563,0.262641279090348,0.363498875123917,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRup","Pollock"
"74",0.25533419307558,5.26625854020352e-05,0.252073005515498,0.273088163595349,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRup","ATF F"
"75",0.328733031716274,7.93445957495399e-05,0.324821054249929,0.35156974906588,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRup","ATF M"
"76",0.307875892459542,0.00014225720301791,0.28744412885218,0.352639403209517,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRup","Cod"
"77",0.307563710488175,0.000260083436122608,0.266253226992861,0.365607958076929,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRdown","Pollock"
"78",0.251824944917592,3.93549944559954e-05,0.250918991888768,0.263769921783062,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRdown","ATF F"
"79",0.325672341363632,6.6537880596728e-05,0.324265549057098,0.345133214505116,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRdown","ATF M"
"80",0.307696506491383,0.000145850747028549,0.28001553372624,0.350776902837751,"SSM_OM","SS_estM_dynamicCat1_EM","ATFRdown","Cod"
"81",0.283955876479496,0.000386831513812286,0.24067459922536,0.415431787075233,"SSM_OM","SS_estM_Tier1_EM","ConstantR","Pollock"
"82",0.260600804074266,6.32218551777316e-05,0.252249456172049,0.281566454644483,"SSM_OM","SS_estM_Tier1_EM","ConstantR","ATF F"
"83",0.333932572949837,8.22545203097289e-05,0.329554169836513,0.355663517054373,"SSM_OM","SS_estM_Tier1_EM","ConstantR","ATF M"
"84",0.311443179406282,0.000149495505557146,0.276493253925484,0.364434749810511,"SSM_OM","SS_estM_Tier1_EM","ConstantR","Cod"
"85",0.308235813279694,0.00110202325528762,0.226315816428322,0.40890991601331,"SSM_OM","SS_estM_Tier1_EM","AllUp","Pollock"
"86",0.261752058030574,5.7494458082535e-05,0.253753592801525,0.279297988349356,"SSM_OM","SS_estM_Tier1_EM","AllUp","ATF F"
"87",0.334863037031377,7.84777318837117e-05,0.328393258429043,0.355329398513815,"SSM_OM","SS_estM_Tier1_EM","AllUp","ATF M"
"88",0.311017924045707,0.000143996098966552,0.280873059599932,0.350552188558794,"SSM_OM","SS_estM_Tier1_EM","AllUp","Cod"
"89",0.305292611868825,0.000953345705976788,0.230115709132837,0.445406843214171,"SSM_OM","SS_estM_Tier1_EM","AllDown","Pollock"
"90",0.259936655799445,6.72714623087102e-05,0.251706519787612,0.282177527484153,"SSM_OM","SS_estM_Tier1_EM","AllDown","ATF F"
"91",0.33344406347634,8.5234716981961e-05,0.326953645917759,0.355333156331769,"SSM_OM","SS_estM_Tier1_EM","AllDown","ATF M"
"92",0.311962353173802,0.00028517265791699,0.0447536712208611,0.4377742406634,"SSM_OM","SS_estM_Tier1_EM","AllDown","Cod"
"93",0.31244158671439,0.000973182252329877,0.240601789338481,0.418435712361071,"SSM_OM","SS_estM_Tier1_EM","ATFRup","Pollock"
"94",0.261730857614495,5.73673544742017e-05,0.257239405155933,0.28312179147044,"SSM_OM","SS_estM_Tier1_EM","ATFRup","ATF F"
"95",0.335002190722532,7.88440107934361e-05,0.331364191261741,0.355727557209295,"SSM_OM","SS_estM_Tier1_EM","ATFRup","ATF M"
"96",0.311849605688932,0.000209285526823346,0.28390951323496,0.497488785011782,"SSM_OM","SS_estM_Tier1_EM","ATFRup","Cod"
"97",0.309278776344648,0.00107611520588247,0.23451321720963,0.42123239904846,"SSM_OM","SS_estM_Tier1_EM","ATFRdown","Pollock"
"98",0.260033691383015,6.61228403587286e-05,0.252663633863136,0.280209765648543,"SSM_OM","SS_estM_Tier1_EM","ATFRdown","ATF F"
"99",0.333570019194224,8.34421828373496e-05,0.328926112813383,0.355466699113587,"SSM_OM","SS_estM_Tier1_EM","ATFRdown","ATF M"
"100",0.311448153107957,0.000531280998135814,0.224132371788489,0.987341559244007,"SSM_OM","SS_estM_Tier1_EM","ATFRdown","Cod"
"101",0.280708283123762,0.000317992866874148,0.23181465267816,0.39547427285483,"SSM_OM","SS_estM_dynamicTier1_EM","ConstantR","Pollock"
"102",0.260453575476004,6.38351992127636e-05,0.253638727433781,0.280809710564071,"SSM_OM","SS_estM_dynamicTier1_EM","ConstantR","ATF F"
"103",0.333866834278133,8.26516824001489e-05,0.327757459882899,0.355667238699124,"SSM_OM","SS_estM_dynamicTier1_EM","ConstantR","ATF M"
"104",0.31203023741303,0.000141332437823424,0.282541780096338,0.352716936107334,"SSM_OM","SS_estM_dynamicTier1_EM","ConstantR","Cod"
"105",0.299356014298065,0.00107980968642505,0.231827622193481,0.427612928263773,"SSM_OM","SS_estM_dynamicTier1_EM","AllUp","Pollock"
"106",0.261755450921725,5.79312285671952e-05,0.256454605025114,0.278734235902925,"SSM_OM","SS_estM_dynamicTier1_EM","AllUp","ATF F"
"107",0.334805501359396,7.92455910570803e-05,0.331489592831149,0.356381180001557,"SSM_OM","SS_estM_dynamicTier1_EM","AllUp","ATF M"
"108",0.311742877568257,0.000147057013364805,0.272955426314864,0.349672462116264,"SSM_OM","SS_estM_dynamicTier1_EM","AllUp","Cod"
"109",0.294748593393071,0.000904651986486604,0.244084302574521,0.44180011908299,"SSM_OM","SS_estM_dynamicTier1_EM","AllDown","Pollock"
"110",0.259858448264008,6.77294074140186e-05,0.252480172799515,0.281300396642853,"SSM_OM","SS_estM_dynamicTier1_EM","AllDown","ATF F"
"111",0.333224136404219,8.64765013677578e-05,0.328146053985615,0.355654881990023,"SSM_OM","SS_estM_dynamicTier1_EM","AllDown","ATF M"
"112",0.311151259753228,0.000142154136919972,0.283468552754181,0.356807195958394,"SSM_OM","SS_estM_dynamicTier1_EM","AllDown","Cod"
"113",0.298502543321891,0.0010261203992738,0.233980386520824,0.441292026793459,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRup","Pollock"
"114",0.261799014559309,5.84128336470462e-05,0.256689182560313,0.282746611879274,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRup","ATF F"
"115",0.334935256000305,7.9925263605878e-05,0.329494041090494,0.355631148428637,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRup","ATF M"
"116",0.311697822734081,0.000140629849969862,0.285073798061585,0.352262077921789,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRup","Cod"
"117",0.29642578438748,0.00105074518337828,0.232122460814338,0.441287609923701,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRdown","Pollock"
"118",0.26019312065508,6.59968974720497e-05,0.252929681834924,0.280475337143088,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRdown","ATF F"
"119",0.333685042710587,8.37619679338715e-05,0.328153282741711,0.355411914112043,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRdown","ATF M"
"120",0.31162560898673,0.000139519498499895,0.28327424884696,0.349958098435142,"SSM_OM","SS_estM_dynamicTier1_EM","ATFRdown","Cod"
"121",0.32927530734934,0.000641308249247452,0.244261140502342,0.431690150586808,"SSM_OM","SS_estM_Fspr_EM","ConstantR","Pollock"
"122",0.256236285288464,7.8010246742133e-05,0.249275621831495,0.277813006548921,"SSM_OM","SS_estM_Fspr_EM","ConstantR","ATF F"
"123",0.329705131218591,9.28772058501504e-05,0.322382343114926,0.353142928839114,"SSM_OM","SS_estM_Fspr_EM","ConstantR","ATF M"
"124",0.304669616528602,0.000115250461050892,0.261210431349924,0.331912595951466,"SSM_OM","SS_estM_Fspr_EM","ConstantR","Cod"
"125",0.330532742489469,0.000612872174221289,0.28122877947165,0.432024551166136,"SSM_OM","SS_estM_Fspr_EM","AllUp","Pollock"
"126",0.258046667681205,6.68721679249045e-05,0.252115084060283,0.277876286991113,"SSM_OM","SS_estM_Fspr_EM","AllUp","ATF F"
"127",0.331359048649722,8.60052675828804e-05,0.326120757033109,0.353447177968267,"SSM_OM","SS_estM_Fspr_EM","AllUp","ATF M"
"128",0.30613218066594,0.000114100186954099,0.271215018749734,0.338469500818033,"SSM_OM","SS_estM_Fspr_EM","AllUp","Cod"
"129",0.327817663481166,0.000680446954644101,0.266208633812878,0.424885813944206,"SSM_OM","SS_estM_Fspr_EM","AllDown","Pollock"
"130",0.255354811915272,8.59248706491786e-05,0.247740819382674,0.278684158505372,"SSM_OM","SS_estM_Fspr_EM","AllDown","ATF F"
"131",0.329144078842404,9.71779063295082e-05,0.321729803742646,0.353005299218448,"SSM_OM","SS_estM_Fspr_EM","AllDown","ATF M"
"132",0.303878326045973,0.000117825901007716,0.273237592737922,0.330883130051006,"SSM_OM","SS_estM_Fspr_EM","AllDown","Cod"
"133",0.329466890133513,0.000655396720656411,0.255151912009129,0.419194690034074,"SSM_OM","SS_estM_Fspr_EM","ATFRup","Pollock"
"134",0.258207215896842,6.59499759905988e-05,0.250171414167183,0.278186312531922,"SSM_OM","SS_estM_Fspr_EM","ATFRup","ATF F"
"135",0.331385217664693,8.46016757001681e-05,0.324837351403563,0.353322024034068,"SSM_OM","SS_estM_Fspr_EM","ATFRup","ATF M"
"136",0.304817095609809,0.000116982371486991,0.275313795923078,0.332359629804837,"SSM_OM","SS_estM_Fspr_EM","ATFRup","Cod"
"137",0.32815881664592,0.000615252538555848,0.256167439696813,0.426666782680139,"SSM_OM","SS_estM_Fspr_EM","ATFRdown","Pollock"
"138",0.255003667331938,8.68126088341506e-05,0.247051353548468,0.278169386836857,"SSM_OM","SS_estM_Fspr_EM","ATFRdown","ATF F"
"139",0.32877001742111,9.84855118139915e-05,0.32180149970423,0.355637560765404,"SSM_OM","SS_estM_Fspr_EM","ATFRdown","ATF M"
"140",0.30450294913551,0.000113705370925655,0.274671698454758,0.334562732722354,"SSM_OM","SS_estM_Fspr_EM","ATFRdown","Cod"
