"","depthclass","hind","simulation","varname","year","mean_value_dc_610_to_630"
"100","Surface","no","ssp126","Mean zoo aug to oct",2079,13.351451868981
"101","Surface","no","ssp126","Mean zoo aug to oct",2080,13.6423656761235
"102","Surface","no","ssp126","Mean zoo aug to oct",2081,13.8379657153522
"103","Surface","no","ssp126","Mean zoo aug to oct",2082,14.288316022423
"104","Surface","no","ssp126","Mean zoo aug to oct",2083,14.70086115015
"105","Surface","no","ssp126","Mean zoo aug to oct",2084,13.6124565864637
"106","Surface","no","ssp126","Mean zoo aug to oct",2085,14.5483426383164
"107","Surface","no","ssp126","Mean zoo aug to oct",2086,15.3071671551587
"108","Surface","no","ssp126","Mean zoo aug to oct",2087,15.9237072124457
"109","Surface","no","ssp126","Mean zoo aug to oct",2088,12.0533621720937
"110","Surface","no","ssp126","Mean zoo aug to oct",2089,14.5787312726609
"111","Surface","no","ssp126","Mean zoo aug to oct",2090,13.002277555496
"112","Surface","no","ssp126","Mean zoo aug to oct",2091,14.4657438847447
"113","Surface","no","ssp126","Mean zoo aug to oct",2092,16.0093243824586
"114","Surface","no","ssp126","Mean zoo aug to oct",2093,12.25983455077
"115","Surface","no","ssp126","Mean zoo aug to oct",2094,12.895202209092
"116","Surface","no","ssp126","Mean zoo aug to oct",2095,13.7026028982105
"117","Surface","no","ssp126","Mean zoo aug to oct",2096,12.4545654731304
"118","Surface","no","ssp126","Mean zoo aug to oct",2097,13.702994885722
"119","Surface","no","ssp126","Mean zoo aug to oct",2098,14.7247558778448
"120","Surface","no","ssp126","Mean zoo aug to oct",2099,13.803544870796
"121","Surface","yes","ssp126","Mean zoo aug to oct",1980,15.7829015108639
"122","Surface","yes","ssp126","Mean zoo aug to oct",1981,14.4026998141438
"123","Surface","yes","ssp126","Mean zoo aug to oct",1982,13.6269202201854
"124","Surface","yes","ssp126","Mean zoo aug to oct",1983,15.3094380408159
"125","Surface","yes","ssp126","Mean zoo aug to oct",1984,16.5603317542659
"126","Surface","yes","ssp126","Mean zoo aug to oct",1985,15.3710114353849
"127","Surface","yes","ssp126","Mean zoo aug to oct",1986,13.4343010942407
"128","Surface","yes","ssp126","Mean zoo aug to oct",1987,16.3924690260479
"129","Surface","yes","ssp126","Mean zoo aug to oct",1988,13.810816789385
"130","Surface","yes","ssp126","Mean zoo aug to oct",1989,13.8893830780378
"131","Surface","yes","ssp126","Mean zoo aug to oct",1990,14.8772464802358
"132","Surface","yes","ssp126","Mean zoo aug to oct",1991,14.3026556783217
"133","Surface","yes","ssp126","Mean zoo aug to oct",1992,13.8293726303458
"134","Surface","yes","ssp126","Mean zoo aug to oct",1993,16.5110130570724
"135","Surface","yes","ssp126","Mean zoo aug to oct",1994,14.8750390683696
"136","Surface","yes","ssp126","Mean zoo aug to oct",1995,14.7681434411447
"137","Surface","yes","ssp126","Mean zoo aug to oct",1996,12.9419101505811
"138","Surface","yes","ssp126","Mean zoo aug to oct",1997,14.2102586453134
"139","Surface","yes","ssp126","Mean zoo aug to oct",1998,14.3094228027038
"140","Surface","yes","ssp126","Mean zoo aug to oct",1999,13.7280160398359
"141","Surface","yes","ssp126","Mean zoo aug to oct",2000,14.7849998334656
"142","Surface","yes","ssp126","Mean zoo aug to oct",2001,14.976713249496
"143","Surface","yes","ssp126","Mean zoo aug to oct",2002,14.9964944412191
"144","Surface","yes","ssp126","Mean zoo aug to oct",2003,13.8450770041401
"145","Surface","yes","ssp126","Mean zoo aug to oct",2004,14.1098355858594
"146","Surface","yes","ssp126","Mean zoo aug to oct",2005,15.3321446610044
"147","Surface","yes","ssp126","Mean zoo aug to oct",2006,15.7858018886617
"148","Surface","yes","ssp126","Mean zoo aug to oct",2007,15.2003125014782
"149","Surface","yes","ssp126","Mean zoo aug to oct",2008,15.0809345086784
"150","Surface","yes","ssp126","Mean zoo aug to oct",2009,14.8289359507455
"151","Surface","yes","ssp126","Mean zoo aug to oct",2010,15.8115016216413
"152","Surface","yes","ssp126","Mean zoo aug to oct",2011,15.2509645883341
"153","Surface","yes","ssp126","Mean zoo aug to oct",2012,15.009606166442
"154","Surface","yes","ssp126","Mean zoo aug to oct",2013,15.596013944367
"155","Surface","yes","ssp126","Mean zoo aug to oct",2014,14.4330332866488
"156","Surface","yes","ssp126","Mean zoo aug to oct",2015,15.0804257993659
"157","Surface","yes","ssp126","Mean zoo aug to oct",2016,15.7726915708378
"158","Surface","yes","ssp126","Mean zoo aug to oct",2017,14.5634693642003
"159","Surface","yes","ssp126","Mean zoo aug to oct",2018,16.6119797669529
"160","Surface","yes","ssp126","Mean zoo aug to oct",2019,15.3447103170688
"161","Surface","yes","ssp126","Mean zoo aug to oct",2020,14.9277379548348
"162","Surface","yes","ssp126","Mean zoo aug to oct",2021,14.8739592409677
"163","Surface","yes","ssp126","Mean zoo aug to oct",2022,14.6889658078693
"164","Surface","yes","ssp126","Mean zoo aug to oct",2023,17.1660108751161
"165","Surface","yes","ssp126","Mean zoo aug to oct",2024,16.0781682700306
"166","Surface","yes","ssp126","Mean zoo aug to oct",2025,16.4793974525106
"167","Surface","yes","ssp126","Mean zoo aug to oct",2026,14.9934066269926
"168","Surface","yes","ssp126","Mean zoo aug to oct",2027,15.913915263022
"169","Surface","yes","ssp126","Mean zoo aug to oct",2028,16.048208522232
"170","Surface","yes","ssp126","Mean zoo aug to oct",2029,14.1209959791258
"171","Surface","yes","ssp126","Mean zoo aug to oct",2030,14.155772923563
"172","Surface","yes","ssp126","Mean zoo aug to oct",2031,12.691642468307
"173","Surface","yes","ssp126","Mean zoo aug to oct",2032,15.9417010412576
"174","Surface","yes","ssp126","Mean zoo aug to oct",2033,13.6584298996745
"175","Surface","yes","ssp126","Mean zoo aug to oct",2034,14.2079710554862
"176","Surface","yes","ssp126","Mean zoo aug to oct",2035,16.2321378104052
"177","Surface","yes","ssp126","Mean zoo aug to oct",2036,14.3648842007729
"178","Surface","yes","ssp126","Mean zoo aug to oct",2037,15.5572493142875
"179","Surface","yes","ssp126","Mean zoo aug to oct",2038,14.1817895432483
"180","Surface","yes","ssp126","Mean zoo aug to oct",2039,14.0974564169059
"181","Surface","yes","ssp126","Mean zoo aug to oct",2040,16.4943384201773
"182","Surface","yes","ssp126","Mean zoo aug to oct",2041,14.245718622101
"183","Surface","yes","ssp126","Mean zoo aug to oct",2042,15.1901602505421
"184","Surface","yes","ssp126","Mean zoo aug to oct",2043,17.2232168309724
"185","Surface","yes","ssp126","Mean zoo aug to oct",2044,16.4714473286598
"186","Surface","yes","ssp126","Mean zoo aug to oct",2045,15.4656393278708
"187","Surface","yes","ssp126","Mean zoo aug to oct",2046,14.7597441194557
"188","Surface","yes","ssp126","Mean zoo aug to oct",2047,14.6071352957586
"189","Surface","yes","ssp126","Mean zoo aug to oct",2048,15.3235582833466
"190","Surface","yes","ssp126","Mean zoo aug to oct",2049,13.5193964136577
"191","Surface","yes","ssp126","Mean zoo aug to oct",2050,15.2739957866914
"192","Surface","yes","ssp126","Mean zoo aug to oct",2051,13.5944565804862
"193","Surface","yes","ssp126","Mean zoo aug to oct",2052,15.5681454617332
"194","Surface","yes","ssp126","Mean zoo aug to oct",2053,15.1869858741097
"195","Surface","yes","ssp126","Mean zoo aug to oct",2054,15.5432801457641
"196","Surface","yes","ssp126","Mean zoo aug to oct",2055,14.6462076553747
"197","Surface","yes","ssp126","Mean zoo aug to oct",2056,14.4948331873314
"198","Surface","yes","ssp126","Mean zoo aug to oct",2057,15.5173337393506
"199","Surface","yes","ssp126","Mean zoo aug to oct",2058,13.2740478934839
"200","Surface","yes","ssp126","Mean zoo aug to oct",2059,13.9320963551429
"201","Surface","yes","ssp126","Mean zoo aug to oct",2060,16.9084678317314
"202","Surface","yes","ssp126","Mean zoo aug to oct",2061,14.425157689832
"203","Surface","yes","ssp126","Mean zoo aug to oct",2062,13.99804936663
"204","Surface","yes","ssp126","Mean zoo aug to oct",2063,14.4190883215596
"205","Surface","yes","ssp126","Mean zoo aug to oct",2064,14.5720918414454
"206","Surface","yes","ssp126","Mean zoo aug to oct",2065,14.9943058822483
"207","Surface","yes","ssp126","Mean zoo aug to oct",2066,15.05748028891
"208","Surface","yes","ssp126","Mean zoo aug to oct",2067,15.7002646543689
"209","Surface","yes","ssp126","Mean zoo aug to oct",2068,14.0155603543511
"210","Surface","yes","ssp126","Mean zoo aug to oct",2069,15.0616138841924
"211","Surface","yes","ssp126","Mean zoo aug to oct",2070,14.3817944810497
"212","Surface","yes","ssp126","Mean zoo aug to oct",2071,14.9360263184239
"213","Surface","yes","ssp126","Mean zoo aug to oct",2072,14.4460736025048
"214","Surface","yes","ssp126","Mean zoo aug to oct",2073,13.4517501388882
"215","Surface","yes","ssp126","Mean zoo aug to oct",2074,14.3512312756246
"216","Surface","yes","ssp126","Mean zoo aug to oct",2075,14.6137708609189
"217","Surface","yes","ssp126","Mean zoo aug to oct",2076,15.93266520372
"218","Surface","yes","ssp126","Mean zoo aug to oct",2077,16.4933811515584
"219","Surface","yes","ssp126","Mean zoo aug to oct",2078,13.1846630373613
"220","Surface","yes","ssp126","Mean zoo aug to oct",2079,13.351451868981
"221","Surface","yes","ssp126","Mean zoo aug to oct",2080,13.6423656761235
"222","Surface","yes","ssp126","Mean zoo aug to oct",2081,13.8379657153522
"223","Surface","yes","ssp126","Mean zoo aug to oct",2082,14.288316022423
"224","Surface","yes","ssp126","Mean zoo aug to oct",2083,14.70086115015
"225","Surface","yes","ssp126","Mean zoo aug to oct",2084,13.6124565864637
"226","Surface","yes","ssp126","Mean zoo aug to oct",2085,14.5483426383164
"227","Surface","yes","ssp126","Mean zoo aug to oct",2086,15.3071671551587
"228","Surface","yes","ssp126","Mean zoo aug to oct",2087,15.9237072124457
"229","Surface","yes","ssp126","Mean zoo aug to oct",2088,12.0533621720937
"230","Surface","yes","ssp126","Mean zoo aug to oct",2089,14.5787312726609
"231","Surface","yes","ssp126","Mean zoo aug to oct",2090,13.002277555496
"232","Surface","yes","ssp126","Mean zoo aug to oct",2091,14.4657438847447
"233","Surface","yes","ssp126","Mean zoo aug to oct",2092,16.0093243824586
"234","Surface","yes","ssp126","Mean zoo aug to oct",2093,12.25983455077
"235","Surface","yes","ssp126","Mean zoo aug to oct",2094,12.895202209092
"236","Surface","yes","ssp126","Mean zoo aug to oct",2095,13.7026028982105
"237","Surface","yes","ssp126","Mean zoo aug to oct",2096,12.4545654731304
"238","Surface","yes","ssp126","Mean zoo aug to oct",2097,13.702994885722
"239","Surface","yes","ssp126","Mean zoo aug to oct",2098,14.7247558778448
"240","Surface","yes","ssp126","Mean zoo aug to oct",2099,13.803544870796
"241","Surface","no","ssp245","Mean zoo aug to oct",1980,15.7829015108639
"242","Surface","no","ssp245","Mean zoo aug to oct",1981,14.4026998141438
"243","Surface","no","ssp245","Mean zoo aug to oct",1982,13.6269202201854
"244","Surface","no","ssp245","Mean zoo aug to oct",1983,15.3094380408159
"245","Surface","no","ssp245","Mean zoo aug to oct",1984,16.5603317542659
"246","Surface","no","ssp245","Mean zoo aug to oct",1985,15.3710114353849
"247","Surface","no","ssp245","Mean zoo aug to oct",1986,13.4343010942407
"248","Surface","no","ssp245","Mean zoo aug to oct",1987,16.3924690260479
"249","Surface","no","ssp245","Mean zoo aug to oct",1988,13.810816789385
"250","Surface","no","ssp245","Mean zoo aug to oct",1989,13.8893830780378
"251","Surface","no","ssp245","Mean zoo aug to oct",1990,15.2335339783259
"252","Surface","no","ssp245","Mean zoo aug to oct",1991,14.5484343936896
"253","Surface","no","ssp245","Mean zoo aug to oct",1992,15.2298396501936
"254","Surface","no","ssp245","Mean zoo aug to oct",1993,16.3389592370154
"255","Surface","no","ssp245","Mean zoo aug to oct",1994,14.1477027528949
"256","Surface","no","ssp245","Mean zoo aug to oct",1995,16.0667192635123
"257","Surface","no","ssp245","Mean zoo aug to oct",1996,14.3442138096284
"258","Surface","no","ssp245","Mean zoo aug to oct",1997,13.38010861065
"259","Surface","no","ssp245","Mean zoo aug to oct",1998,15.4895340612347
"260","Surface","no","ssp245","Mean zoo aug to oct",1999,15.5530832687846
"261","Surface","no","ssp245","Mean zoo aug to oct",2000,15.241571558707
"262","Surface","no","ssp245","Mean zoo aug to oct",2001,13.5017291805575
"263","Surface","no","ssp245","Mean zoo aug to oct",2002,16.3317224456131
"264","Surface","no","ssp245","Mean zoo aug to oct",2003,13.9878287061785
"265","Surface","no","ssp245","Mean zoo aug to oct",2004,15.3578542842562
"266","Surface","no","ssp245","Mean zoo aug to oct",2005,13.9488017761258
"267","Surface","no","ssp245","Mean zoo aug to oct",2006,13.4719108607605
"268","Surface","no","ssp245","Mean zoo aug to oct",2007,14.0843899591215
"269","Surface","no","ssp245","Mean zoo aug to oct",2008,17.8364302947784
"270","Surface","no","ssp245","Mean zoo aug to oct",2009,14.3630261715275
"271","Surface","no","ssp245","Mean zoo aug to oct",2010,15.5141265462666
"272","Surface","no","ssp245","Mean zoo aug to oct",2011,15.2981955494571
"273","Surface","no","ssp245","Mean zoo aug to oct",2012,14.1793138262065
"274","Surface","no","ssp245","Mean zoo aug to oct",2013,15.7483183081587
"275","Surface","no","ssp245","Mean zoo aug to oct",2014,16.1771497644668
"276","Surface","no","ssp245","Mean zoo aug to oct",2015,17.0506205976303
"277","Surface","no","ssp245","Mean zoo aug to oct",2016,16.1030622745981
"278","Surface","no","ssp245","Mean zoo aug to oct",2017,15.9308145825737
"279","Surface","no","ssp245","Mean zoo aug to oct",2018,14.9445794287365
"280","Surface","no","ssp245","Mean zoo aug to oct",2019,15.9817506141187
"281","Surface","no","ssp245","Mean zoo aug to oct",2020,16.4896085874751
"282","Surface","no","ssp245","Mean zoo aug to oct",2021,18.8642799707103
"283","Surface","no","ssp245","Mean zoo aug to oct",2022,15.3397750510619
"284","Surface","no","ssp245","Mean zoo aug to oct",2023,17.0274803170463
"285","Surface","no","ssp245","Mean zoo aug to oct",2024,15.9983528279605
"286","Surface","no","ssp245","Mean zoo aug to oct",2025,16.310219525741
"287","Surface","no","ssp245","Mean zoo aug to oct",2026,15.9858732905333
"288","Surface","no","ssp245","Mean zoo aug to oct",2027,16.0411266538159
"289","Surface","no","ssp245","Mean zoo aug to oct",2028,15.9898970351602
"290","Surface","no","ssp245","Mean zoo aug to oct",2029,15.1543021626351
"291","Surface","no","ssp245","Mean zoo aug to oct",2030,14.5046598130534
"292","Surface","no","ssp245","Mean zoo aug to oct",2031,16.45470152287
"293","Surface","no","ssp245","Mean zoo aug to oct",2032,13.7872008279571
"294","Surface","no","ssp245","Mean zoo aug to oct",2033,15.2349219054656
"295","Surface","no","ssp245","Mean zoo aug to oct",2034,14.0552118474977
"296","Surface","no","ssp245","Mean zoo aug to oct",2035,15.5069027600211
"297","Surface","no","ssp245","Mean zoo aug to oct",2036,15.8604465992748
"298","Surface","no","ssp245","Mean zoo aug to oct",2037,16.3891314459111
"299","Surface","no","ssp245","Mean zoo aug to oct",2038,15.7455613556113
"300","Surface","no","ssp245","Mean zoo aug to oct",2039,15.5026138562564
"301","Surface","no","ssp245","Mean zoo aug to oct",2040,14.6179766045938
"302","Surface","no","ssp245","Mean zoo aug to oct",2041,15.5357542719353
"303","Surface","no","ssp245","Mean zoo aug to oct",2042,12.3927557341664
"304","Surface","no","ssp245","Mean zoo aug to oct",2043,14.8711519102362
"305","Surface","no","ssp245","Mean zoo aug to oct",2044,14.3876658317551
"306","Surface","no","ssp245","Mean zoo aug to oct",2045,15.160663596641
"307","Surface","no","ssp245","Mean zoo aug to oct",2046,15.4158668013464
"308","Surface","no","ssp245","Mean zoo aug to oct",2047,13.4015514514844
"309","Surface","no","ssp245","Mean zoo aug to oct",2048,14.535779659253
"310","Surface","no","ssp245","Mean zoo aug to oct",2049,15.487124917532
"311","Surface","no","ssp245","Mean zoo aug to oct",2050,16.1597430798568
"312","Surface","no","ssp245","Mean zoo aug to oct",2051,15.9010957813126
"313","Surface","no","ssp245","Mean zoo aug to oct",2052,14.693121324119
"314","Surface","no","ssp245","Mean zoo aug to oct",2053,15.1116518782284
"315","Surface","no","ssp245","Mean zoo aug to oct",2054,13.6776039137742
"316","Surface","no","ssp245","Mean zoo aug to oct",2055,14.7907334229052
"317","Surface","no","ssp245","Mean zoo aug to oct",2056,13.0744891103971
"318","Surface","no","ssp245","Mean zoo aug to oct",2057,14.1969859120941
"319","Surface","no","ssp245","Mean zoo aug to oct",2058,13.5976450419542
"320","Surface","no","ssp245","Mean zoo aug to oct",2059,14.6398144914403
"321","Surface","no","ssp245","Mean zoo aug to oct",2060,13.5127620819413
"322","Surface","no","ssp245","Mean zoo aug to oct",2061,12.886267657484
"323","Surface","no","ssp245","Mean zoo aug to oct",2062,13.4364634204436
"324","Surface","no","ssp245","Mean zoo aug to oct",2063,13.8459319316092
"325","Surface","no","ssp245","Mean zoo aug to oct",2064,12.5471711360328
"326","Surface","no","ssp245","Mean zoo aug to oct",2065,14.6261305966331
"327","Surface","no","ssp245","Mean zoo aug to oct",2066,14.6163636702123
"328","Surface","no","ssp245","Mean zoo aug to oct",2067,15.1901456811709
"329","Surface","no","ssp245","Mean zoo aug to oct",2068,13.6097308027062
"330","Surface","no","ssp245","Mean zoo aug to oct",2069,13.4466390079068
"331","Surface","no","ssp245","Mean zoo aug to oct",2070,12.3911938548082
"332","Surface","no","ssp245","Mean zoo aug to oct",2071,13.517424156948
"333","Surface","no","ssp245","Mean zoo aug to oct",2072,12.9932444503753
"334","Surface","no","ssp245","Mean zoo aug to oct",2073,15.3339193921427
"335","Surface","no","ssp245","Mean zoo aug to oct",2074,14.8896488240097
"336","Surface","no","ssp245","Mean zoo aug to oct",2075,14.1806014803633
"337","Surface","no","ssp245","Mean zoo aug to oct",2076,14.4417599014268
"338","Surface","no","ssp245","Mean zoo aug to oct",2077,12.2635163234304
"339","Surface","no","ssp245","Mean zoo aug to oct",2078,12.8748730206604
"340","Surface","no","ssp245","Mean zoo aug to oct",2079,14.7405072340641
"341","Surface","no","ssp245","Mean zoo aug to oct",2080,13.8432235525565
"342","Surface","no","ssp245","Mean zoo aug to oct",2081,13.8343626028508
"343","Surface","no","ssp245","Mean zoo aug to oct",2082,13.3959717059614
"344","Surface","no","ssp245","Mean zoo aug to oct",2083,14.2503661776392
"345","Surface","no","ssp245","Mean zoo aug to oct",2084,11.8289293100887
"346","Surface","no","ssp245","Mean zoo aug to oct",2085,13.9599147040449
"347","Surface","no","ssp245","Mean zoo aug to oct",2086,15.1942298763567
"348","Surface","no","ssp245","Mean zoo aug to oct",2087,13.7431270714472
"349","Surface","no","ssp245","Mean zoo aug to oct",2088,11.9058434471355
"350","Surface","no","ssp245","Mean zoo aug to oct",2089,12.2495216017798
"351","Surface","no","ssp245","Mean zoo aug to oct",2090,14.5483049230799
"352","Surface","no","ssp245","Mean zoo aug to oct",2091,13.9173116389274
"353","Surface","no","ssp245","Mean zoo aug to oct",2092,13.6442539061815
"354","Surface","no","ssp245","Mean zoo aug to oct",2093,14.3354233178674
"355","Surface","no","ssp245","Mean zoo aug to oct",2094,14.4703554228579
"356","Surface","no","ssp245","Mean zoo aug to oct",2095,15.0578530465519
"357","Surface","no","ssp245","Mean zoo aug to oct",2096,14.1693521396671
"358","Surface","no","ssp245","Mean zoo aug to oct",2097,15.336115122652
"359","Surface","no","ssp245","Mean zoo aug to oct",2098,15.8667513054219
"360","Surface","no","ssp245","Mean zoo aug to oct",2099,13.1255289423416
"361","Surface","yes","ssp245","Mean zoo aug to oct",1980,15.7829015108639
"362","Surface","yes","ssp245","Mean zoo aug to oct",1981,14.4026998141438
"363","Surface","yes","ssp245","Mean zoo aug to oct",1982,13.6269202201854
"364","Surface","yes","ssp245","Mean zoo aug to oct",1983,15.3094380408159
"365","Surface","yes","ssp245","Mean zoo aug to oct",1984,16.5603317542659
"366","Surface","yes","ssp245","Mean zoo aug to oct",1985,15.3710114353849
"367","Surface","yes","ssp245","Mean zoo aug to oct",1986,13.4343010942407
"368","Surface","yes","ssp245","Mean zoo aug to oct",1987,16.3924690260479
"369","Surface","yes","ssp245","Mean zoo aug to oct",1988,13.810816789385
"370","Surface","yes","ssp245","Mean zoo aug to oct",1989,13.8893830780378
"371","Surface","yes","ssp245","Mean zoo aug to oct",1990,14.8772464802358
"372","Surface","yes","ssp245","Mean zoo aug to oct",1991,14.3026556783217
"373","Surface","yes","ssp245","Mean zoo aug to oct",1992,13.8293726303458
"374","Surface","yes","ssp245","Mean zoo aug to oct",1993,16.5110130570724
