"","depthclass","hind","simulation","varname","year","mean_value_dc_610_to_630"
"215","Bottom","yes","ssp126","Mean temp nov to jan",2074,8.43371191152421
"216","Bottom","yes","ssp126","Mean temp nov to jan",2075,7.41317488325887
"217","Bottom","yes","ssp126","Mean temp nov to jan",2076,6.59221649010411
"218","Bottom","yes","ssp126","Mean temp nov to jan",2077,7.68424543636901
"219","Bottom","yes","ssp126","Mean temp nov to jan",2078,7.95363720062476
"220","Bottom","yes","ssp126","Mean temp nov to jan",2079,7.93415095706781
"221","Bottom","yes","ssp126","Mean temp nov to jan",2080,7.57444453620565
"222","Bottom","yes","ssp126","Mean temp nov to jan",2081,7.98805580269704
"223","Bottom","yes","ssp126","Mean temp nov to jan",2082,8.64711779425593
"224","Bottom","yes","ssp126","Mean temp nov to jan",2083,7.71287761715431
"225","Bottom","yes","ssp126","Mean temp nov to jan",2084,6.61271420982796
"226","Bottom","yes","ssp126","Mean temp nov to jan",2085,6.08232548990175
"227","Bottom","yes","ssp126","Mean temp nov to jan",2086,7.45186263265224
"228","Bottom","yes","ssp126","Mean temp nov to jan",2087,7.33605852439351
"229","Bottom","yes","ssp126","Mean temp nov to jan",2088,8.22324300100631
"230","Bottom","yes","ssp126","Mean temp nov to jan",2089,7.56174546273182
"231","Bottom","yes","ssp126","Mean temp nov to jan",2090,8.32085618478493
"232","Bottom","yes","ssp126","Mean temp nov to jan",2091,6.66764893095377
"233","Bottom","yes","ssp126","Mean temp nov to jan",2092,7.49552233383371
"234","Bottom","yes","ssp126","Mean temp nov to jan",2093,8.07471396628135
"235","Bottom","yes","ssp126","Mean temp nov to jan",2094,7.44615782757971
"236","Bottom","yes","ssp126","Mean temp nov to jan",2095,7.06929848752926
"237","Bottom","yes","ssp126","Mean temp nov to jan",2096,7.5339078477724
"238","Bottom","yes","ssp126","Mean temp nov to jan",2097,8.50608035933911
"239","Bottom","yes","ssp126","Mean temp nov to jan",2098,7.81650787056533
"240","Bottom","yes","ssp126","Mean temp nov to jan",2099,8.05714751703661
"241","Bottom","no","ssp245","Mean temp nov to jan",1980,5.74652403913999
"242","Bottom","no","ssp245","Mean temp nov to jan",1981,6.58510169372689
"243","Bottom","no","ssp245","Mean temp nov to jan",1982,6.28068437725994
"244","Bottom","no","ssp245","Mean temp nov to jan",1983,6.78017588910515
"245","Bottom","no","ssp245","Mean temp nov to jan",1984,6.11997637719883
"246","Bottom","no","ssp245","Mean temp nov to jan",1985,6.25723379855277
"247","Bottom","no","ssp245","Mean temp nov to jan",1986,6.60580657939965
"248","Bottom","no","ssp245","Mean temp nov to jan",1987,6.2579236217038
"249","Bottom","no","ssp245","Mean temp nov to jan",1988,6.16939040532749
"250","Bottom","no","ssp245","Mean temp nov to jan",1989,5.64576037118742
"251","Bottom","no","ssp245","Mean temp nov to jan",1990,6.0181746703133
"252","Bottom","no","ssp245","Mean temp nov to jan",1991,6.29312031864237
"253","Bottom","no","ssp245","Mean temp nov to jan",1992,5.82335760905451
"254","Bottom","no","ssp245","Mean temp nov to jan",1993,5.60405337885781
"255","Bottom","no","ssp245","Mean temp nov to jan",1994,5.83402950192489
"256","Bottom","no","ssp245","Mean temp nov to jan",1995,5.59364302415869
"257","Bottom","no","ssp245","Mean temp nov to jan",1996,6.24690036059655
"258","Bottom","no","ssp245","Mean temp nov to jan",1997,6.37295908596353
"259","Bottom","no","ssp245","Mean temp nov to jan",1998,5.90262504505524
"260","Bottom","no","ssp245","Mean temp nov to jan",1999,7.34995065716141
"261","Bottom","no","ssp245","Mean temp nov to jan",2000,6.95738570163096
"262","Bottom","no","ssp245","Mean temp nov to jan",2001,6.83651662016369
"263","Bottom","no","ssp245","Mean temp nov to jan",2002,6.70063093991687
"264","Bottom","no","ssp245","Mean temp nov to jan",2003,6.61346738649361
"265","Bottom","no","ssp245","Mean temp nov to jan",2004,6.94158241921124
"266","Bottom","no","ssp245","Mean temp nov to jan",2005,7.04172200221988
"267","Bottom","no","ssp245","Mean temp nov to jan",2006,6.37026574535551
"268","Bottom","no","ssp245","Mean temp nov to jan",2007,5.97863152365744
"269","Bottom","no","ssp245","Mean temp nov to jan",2008,5.87666858734015
"270","Bottom","no","ssp245","Mean temp nov to jan",2009,6.64578693014785
"271","Bottom","no","ssp245","Mean temp nov to jan",2010,6.43802941055521
"272","Bottom","no","ssp245","Mean temp nov to jan",2011,7.10740567381617
"273","Bottom","no","ssp245","Mean temp nov to jan",2012,7.25955858544402
"274","Bottom","no","ssp245","Mean temp nov to jan",2013,6.74300987934228
"275","Bottom","no","ssp245","Mean temp nov to jan",2014,6.36777167994429
"276","Bottom","no","ssp245","Mean temp nov to jan",2015,6.40927175857414
"277","Bottom","no","ssp245","Mean temp nov to jan",2016,7.02484503093824
"278","Bottom","no","ssp245","Mean temp nov to jan",2017,7.02846349542758
"279","Bottom","no","ssp245","Mean temp nov to jan",2018,6.94215533584831
"280","Bottom","no","ssp245","Mean temp nov to jan",2019,7.04118359807371
"281","Bottom","no","ssp245","Mean temp nov to jan",2020,6.28203186768058
"282","Bottom","no","ssp245","Mean temp nov to jan",2021,6.50262611266724
"283","Bottom","no","ssp245","Mean temp nov to jan",2022,6.77308865512714
"284","Bottom","no","ssp245","Mean temp nov to jan",2023,6.50423978074473
"285","Bottom","no","ssp245","Mean temp nov to jan",2024,7.00152587117673
"286","Bottom","no","ssp245","Mean temp nov to jan",2025,6.23847919728872
"287","Bottom","no","ssp245","Mean temp nov to jan",2026,7.24641505651367
"288","Bottom","no","ssp245","Mean temp nov to jan",2027,7.26855699541259
"289","Bottom","no","ssp245","Mean temp nov to jan",2028,7.63394506174675
"290","Bottom","no","ssp245","Mean temp nov to jan",2029,6.87019384250107
"291","Bottom","no","ssp245","Mean temp nov to jan",2030,6.81509379784092
"292","Bottom","no","ssp245","Mean temp nov to jan",2031,6.67266652396507
"293","Bottom","no","ssp245","Mean temp nov to jan",2032,7.37874523396473
"294","Bottom","no","ssp245","Mean temp nov to jan",2033,6.7228795270375
"295","Bottom","no","ssp245","Mean temp nov to jan",2034,7.50120011588776
"296","Bottom","no","ssp245","Mean temp nov to jan",2035,7.56505277412838
"297","Bottom","no","ssp245","Mean temp nov to jan",2036,7.31120425671143
"298","Bottom","no","ssp245","Mean temp nov to jan",2037,7.78362870971457
"299","Bottom","no","ssp245","Mean temp nov to jan",2038,7.91580626058416
"300","Bottom","no","ssp245","Mean temp nov to jan",2039,7.52442311190368
"301","Bottom","no","ssp245","Mean temp nov to jan",2040,7.93253500575441
"302","Bottom","no","ssp245","Mean temp nov to jan",2041,7.53416519821081
"303","Bottom","no","ssp245","Mean temp nov to jan",2042,7.64097703400271
"304","Bottom","no","ssp245","Mean temp nov to jan",2043,7.77220252481521
"305","Bottom","no","ssp245","Mean temp nov to jan",2044,8.15713032452576
"306","Bottom","no","ssp245","Mean temp nov to jan",2045,7.81698858069542
"307","Bottom","no","ssp245","Mean temp nov to jan",2046,7.72047625295502
"308","Bottom","no","ssp245","Mean temp nov to jan",2047,7.57159559519877
"309","Bottom","no","ssp245","Mean temp nov to jan",2048,6.96016767983011
"310","Bottom","no","ssp245","Mean temp nov to jan",2049,8.14405072642156
"311","Bottom","no","ssp245","Mean temp nov to jan",2050,6.77988297656507
"312","Bottom","no","ssp245","Mean temp nov to jan",2051,7.33235814068561
"313","Bottom","no","ssp245","Mean temp nov to jan",2052,7.82987552672429
"314","Bottom","no","ssp245","Mean temp nov to jan",2053,7.42638741085638
"315","Bottom","no","ssp245","Mean temp nov to jan",2054,8.17123634117398
"316","Bottom","no","ssp245","Mean temp nov to jan",2055,8.5747779629539
"317","Bottom","no","ssp245","Mean temp nov to jan",2056,7.94805969022392
"318","Bottom","no","ssp245","Mean temp nov to jan",2057,8.1229215814578
"319","Bottom","no","ssp245","Mean temp nov to jan",2058,8.29686726410849
"320","Bottom","no","ssp245","Mean temp nov to jan",2059,7.44915871239593
"321","Bottom","no","ssp245","Mean temp nov to jan",2060,7.6097815538892
"322","Bottom","no","ssp245","Mean temp nov to jan",2061,8.14773252768113
"323","Bottom","no","ssp245","Mean temp nov to jan",2062,8.34057831957874
"324","Bottom","no","ssp245","Mean temp nov to jan",2063,7.9093385301973
"325","Bottom","no","ssp245","Mean temp nov to jan",2064,7.45437785262702
"326","Bottom","no","ssp245","Mean temp nov to jan",2065,6.95082556220996
"327","Bottom","no","ssp245","Mean temp nov to jan",2066,8.62216804954262
"328","Bottom","no","ssp245","Mean temp nov to jan",2067,8.24669117260966
"329","Bottom","no","ssp245","Mean temp nov to jan",2068,7.94088676959419
"330","Bottom","no","ssp245","Mean temp nov to jan",2069,8.18017655261776
"331","Bottom","no","ssp245","Mean temp nov to jan",2070,8.04404260062711
"332","Bottom","no","ssp245","Mean temp nov to jan",2071,8.2498874019819
"333","Bottom","no","ssp245","Mean temp nov to jan",2072,7.97591947185519
"334","Bottom","no","ssp245","Mean temp nov to jan",2073,7.428962673401
"335","Bottom","no","ssp245","Mean temp nov to jan",2074,7.57148622721894
"336","Bottom","no","ssp245","Mean temp nov to jan",2075,7.59781448863528
"337","Bottom","no","ssp245","Mean temp nov to jan",2076,7.70453315132118
"338","Bottom","no","ssp245","Mean temp nov to jan",2077,8.38160382424951
"339","Bottom","no","ssp245","Mean temp nov to jan",2078,8.42819244774387
"340","Bottom","no","ssp245","Mean temp nov to jan",2079,7.44540028158452
"341","Bottom","no","ssp245","Mean temp nov to jan",2080,8.33089286311381
"342","Bottom","no","ssp245","Mean temp nov to jan",2081,8.39115976375372
"343","Bottom","no","ssp245","Mean temp nov to jan",2082,8.59285892494733
"344","Bottom","no","ssp245","Mean temp nov to jan",2083,8.07585776959203
"345","Bottom","no","ssp245","Mean temp nov to jan",2084,8.65960222257207
"346","Bottom","no","ssp245","Mean temp nov to jan",2085,8.87502627965194
"347","Bottom","no","ssp245","Mean temp nov to jan",2086,8.62797725200188
"348","Bottom","no","ssp245","Mean temp nov to jan",2087,8.09289904244519
"349","Bottom","no","ssp245","Mean temp nov to jan",2088,8.88341098328544
"350","Bottom","no","ssp245","Mean temp nov to jan",2089,9.3334734431131
"351","Bottom","no","ssp245","Mean temp nov to jan",2090,9.21723951607409
"352","Bottom","no","ssp245","Mean temp nov to jan",2091,8.63848999956696
"353","Bottom","no","ssp245","Mean temp nov to jan",2092,8.79461992770159
"354","Bottom","no","ssp245","Mean temp nov to jan",2093,9.33409472484468
"355","Bottom","no","ssp245","Mean temp nov to jan",2094,8.32056727752641
"356","Bottom","no","ssp245","Mean temp nov to jan",2095,8.28944386077946
"357","Bottom","no","ssp245","Mean temp nov to jan",2096,7.72570678570255
"358","Bottom","no","ssp245","Mean temp nov to jan",2097,8.31280678420986
"359","Bottom","no","ssp245","Mean temp nov to jan",2098,8.10285445745926
"360","Bottom","no","ssp245","Mean temp nov to jan",2099,8.14968099906251
"361","Bottom","yes","ssp245","Mean temp nov to jan",1980,5.74652403913999
"362","Bottom","yes","ssp245","Mean temp nov to jan",1981,6.58510169372689
"363","Bottom","yes","ssp245","Mean temp nov to jan",1982,6.28068437725994
"364","Bottom","yes","ssp245","Mean temp nov to jan",1983,6.78017588910515
"365","Bottom","yes","ssp245","Mean temp nov to jan",1984,6.11997637719883
"366","Bottom","yes","ssp245","Mean temp nov to jan",1985,6.25723379855277
"367","Bottom","yes","ssp245","Mean temp nov to jan",1986,6.60580657939965
"368","Bottom","yes","ssp245","Mean temp nov to jan",1987,6.2579236217038
"369","Bottom","yes","ssp245","Mean temp nov to jan",1988,6.16939040532749
"370","Bottom","yes","ssp245","Mean temp nov to jan",1989,5.64576037118742
"371","Bottom","yes","ssp245","Mean temp nov to jan",1990,5.14165368974806
"372","Bottom","yes","ssp245","Mean temp nov to jan",1991,6.40004180825649
"373","Bottom","yes","ssp245","Mean temp nov to jan",1992,5.91347270551135
