"","depthclass","hind","simulation","varname","year","mean_value_dc_610_to_630"
"1","Surface","no","ssp126","Mean zoo aug to oct",1980,15.6778723710472
"2","Surface","no","ssp126","Mean zoo aug to oct",1981,14.6417917311809
"3","Surface","no","ssp126","Mean zoo aug to oct",1982,14.1969696812801
"4","Surface","no","ssp126","Mean zoo aug to oct",1983,15.2866320546033
"5","Surface","no","ssp126","Mean zoo aug to oct",1984,16.1988774162443
"6","Surface","no","ssp126","Mean zoo aug to oct",1985,15.2876263800381
"7","Surface","no","ssp126","Mean zoo aug to oct",1986,13.6199783004386
"8","Surface","no","ssp126","Mean zoo aug to oct",1987,16.0927154037645
"9","Surface","no","ssp126","Mean zoo aug to oct",1988,14.0905167455372
"10","Surface","no","ssp126","Mean zoo aug to oct",1989,13.9811381953466
"11","Surface","no","ssp126","Mean zoo aug to oct",1990,15.5498619342109
"12","Surface","no","ssp126","Mean zoo aug to oct",1991,14.837601917484
"13","Surface","no","ssp126","Mean zoo aug to oct",1992,15.4715223907474
"14","Surface","no","ssp126","Mean zoo aug to oct",1993,16.0306551190098
"15","Surface","no","ssp126","Mean zoo aug to oct",1994,14.535222356377
"16","Surface","no","ssp126","Mean zoo aug to oct",1995,15.7612372538182
"17","Surface","no","ssp126","Mean zoo aug to oct",1996,14.3038813507486
"18","Surface","no","ssp126","Mean zoo aug to oct",1997,13.6978649681774
"19","Surface","no","ssp126","Mean zoo aug to oct",1998,15.4586498701182
"20","Surface","no","ssp126","Mean zoo aug to oct",1999,15.2719631824728
"21","Surface","no","ssp126","Mean zoo aug to oct",2000,15.497217275294
"22","Surface","no","ssp126","Mean zoo aug to oct",2001,13.9814216403745
"23","Surface","no","ssp126","Mean zoo aug to oct",2002,15.9873685058328
"24","Surface","no","ssp126","Mean zoo aug to oct",2003,14.1137660410599
"25","Surface","no","ssp126","Mean zoo aug to oct",2004,15.2356012588822
"26","Surface","no","ssp126","Mean zoo aug to oct",2005,14.3589806489855
"27","Surface","no","ssp126","Mean zoo aug to oct",2006,13.9523708731778
"28","Surface","no","ssp126","Mean zoo aug to oct",2007,14.2034969897222
"29","Surface","no","ssp126","Mean zoo aug to oct",2008,17.096140918113
"30","Surface","no","ssp126","Mean zoo aug to oct",2009,14.4237319099099
"31","Surface","no","ssp126","Mean zoo aug to oct",2010,15.2569773805198
"32","Surface","no","ssp126","Mean zoo aug to oct",2011,15.1976365359612
"33","Surface","no","ssp126","Mean zoo aug to oct",2012,14.4243175290697
"34","Surface","no","ssp126","Mean zoo aug to oct",2013,15.6119259348925
"35","Surface","no","ssp126","Mean zoo aug to oct",2014,15.7014157903868
"36","Surface","no","ssp126","Mean zoo aug to oct",2015,17.0458904101636
"37","Surface","no","ssp126","Mean zoo aug to oct",2016,16.0244004488856
"38","Surface","no","ssp126","Mean zoo aug to oct",2017,13.9931979272587
"39","Surface","no","ssp126","Mean zoo aug to oct",2018,14.4723120023463
"40","Surface","no","ssp126","Mean zoo aug to oct",2019,15.8453146457539
"41","Surface","no","ssp126","Mean zoo aug to oct",2020,13.5837856372342
"42","Surface","no","ssp126","Mean zoo aug to oct",2021,14.9499723815476
"43","Surface","no","ssp126","Mean zoo aug to oct",2022,14.9198624469725
"44","Surface","no","ssp126","Mean zoo aug to oct",2023,16.6336534121354
