"","depthclass","hind","simulation","varname","year","mean_value_dc_610_to_630"
"67","Bottom","no","ssp126","Mean temp nov to jan",2046,7.75776089089951
"68","Bottom","no","ssp126","Mean temp nov to jan",2047,7.81956876979007
"69","Bottom","no","ssp126","Mean temp nov to jan",2048,7.43591928351457
"70","Bottom","no","ssp126","Mean temp nov to jan",2049,8.50988315015417
"71","Bottom","no","ssp126","Mean temp nov to jan",2050,6.85679474373355
"72","Bottom","no","ssp126","Mean temp nov to jan",2051,7.75232381256417
"73","Bottom","no","ssp126","Mean temp nov to jan",2052,7.67357629767528
"74","Bottom","no","ssp126","Mean temp nov to jan",2053,7.62213006705347
"75","Bottom","no","ssp126","Mean temp nov to jan",2054,8.52041570551374
"76","Bottom","no","ssp126","Mean temp nov to jan",2055,8.25511848634493
"77","Bottom","no","ssp126","Mean temp nov to jan",2056,8.02841856806186
"78","Bottom","no","ssp126","Mean temp nov to jan",2057,7.49387562794305
"79","Bottom","no","ssp126","Mean temp nov to jan",2058,8.52577758142451
"80","Bottom","no","ssp126","Mean temp nov to jan",2059,8.28672188049366
"81","Bottom","no","ssp126","Mean temp nov to jan",2060,7.99208179922281
"82","Bottom","no","ssp126","Mean temp nov to jan",2061,8.76950831124589
"83","Bottom","no","ssp126","Mean temp nov to jan",2062,7.50839313359051
"84","Bottom","no","ssp126","Mean temp nov to jan",2063,7.95917891790315
"85","Bottom","no","ssp126","Mean temp nov to jan",2064,8.2548635915418
"86","Bottom","no","ssp126","Mean temp nov to jan",2065,7.68565377559885
"87","Bottom","no","ssp126","Mean temp nov to jan",2066,8.16583573819468
"88","Bottom","no","ssp126","Mean temp nov to jan",2067,8.29989817621996
"89","Bottom","no","ssp126","Mean temp nov to jan",2068,8.09924534405261
"90","Bottom","no","ssp126","Mean temp nov to jan",2069,7.25904819577158
"91","Bottom","no","ssp126","Mean temp nov to jan",2070,6.72776488316162
"92","Bottom","no","ssp126","Mean temp nov to jan",2071,7.66424761833354
"93","Bottom","no","ssp126","Mean temp nov to jan",2072,8.54507683789739
"94","Bottom","no","ssp126","Mean temp nov to jan",2073,8.53676627893725
"95","Bottom","no","ssp126","Mean temp nov to jan",2074,8.922245046067
"96","Bottom","no","ssp126","Mean temp nov to jan",2075,7.56414939167327
"97","Bottom","no","ssp126","Mean temp nov to jan",2076,6.5801236818439
"98","Bottom","no","ssp126","Mean temp nov to jan",2077,7.99557819653149
"99","Bottom","no","ssp126","Mean temp nov to jan",2078,8.26636895685803
"100","Bottom","no","ssp126","Mean temp nov to jan",2079,8.3088700816553
"101","Bottom","no","ssp126","Mean temp nov to jan",2080,7.77117138145473
"102","Bottom","no","ssp126","Mean temp nov to jan",2081,8.37509991014297
"103","Bottom","no","ssp126","Mean temp nov to jan",2082,9.20767889885564
"104","Bottom","no","ssp126","Mean temp nov to jan",2083,7.98410986382815
"105","Bottom","no","ssp126","Mean temp nov to jan",2084,6.57134691471597
"106","Bottom","no","ssp126","Mean temp nov to jan",2085,5.86152722586049
"107","Bottom","no","ssp126","Mean temp nov to jan",2086,7.68682802448382
"108","Bottom","no","ssp126","Mean temp nov to jan",2087,7.45062427256916
"109","Bottom","no","ssp126","Mean temp nov to jan",2088,8.68662210574981
"110","Bottom","no","ssp126","Mean temp nov to jan",2089,7.78650396216836
"111","Bottom","no","ssp126","Mean temp nov to jan",2090,8.79297431125851
"112","Bottom","no","ssp126","Mean temp nov to jan",2091,6.60716738686648
"113","Bottom","no","ssp126","Mean temp nov to jan",2092,7.76927938797463
"114","Bottom","no","ssp126","Mean temp nov to jan",2093,8.44430337208319
"115","Bottom","no","ssp126","Mean temp nov to jan",2094,7.64524728134102
"116","Bottom","no","ssp126","Mean temp nov to jan",2095,7.1593511328788
"117","Bottom","no","ssp126","Mean temp nov to jan",2096,7.74328358654334
"118","Bottom","no","ssp126","Mean temp nov to jan",2097,8.95356168073473
"119","Bottom","no","ssp126","Mean temp nov to jan",2098,8.06150368963767
"120","Bottom","no","ssp126","Mean temp nov to jan",2099,8.41921493853734
"121","Bottom","yes","ssp126","Mean temp nov to jan",1980,5.47971233867716
"122","Bottom","yes","ssp126","Mean temp nov to jan",1981,6.65737238094502
"123","Bottom","yes","ssp126","Mean temp nov to jan",1982,6.16755644333911
"124","Bottom","yes","ssp126","Mean temp nov to jan",1983,6.84143296098039
"125","Bottom","yes","ssp126","Mean temp nov to jan",1984,5.97214100957471
"126","Bottom","yes","ssp126","Mean temp nov to jan",1985,6.20573352865944
"127","Bottom","yes","ssp126","Mean temp nov to jan",1986,6.60342698554207
"128","Bottom","yes","ssp126","Mean temp nov to jan",1987,6.17562660127847
"129","Bottom","yes","ssp126","Mean temp nov to jan",1988,6.04761117712352
"130","Bottom","yes","ssp126","Mean temp nov to jan",1989,5.27924483243483
"131","Bottom","yes","ssp126","Mean temp nov to jan",1990,5.14165368974806
"132","Bottom","yes","ssp126","Mean temp nov to jan",1991,6.40004180825649
"133","Bottom","yes","ssp126","Mean temp nov to jan",1992,5.91347270551135
"134","Bottom","yes","ssp126","Mean temp nov to jan",1993,5.80531731490535
"135","Bottom","yes","ssp126","Mean temp nov to jan",1994,5.24794448345487
"136","Bottom","yes","ssp126","Mean temp nov to jan",1995,6.41812023311577
"137","Bottom","yes","ssp126","Mean temp nov to jan",1996,6.18618198043866
"138","Bottom","yes","ssp126","Mean temp nov to jan",1997,6.98311888237758
"139","Bottom","yes","ssp126","Mean temp nov to jan",1998,6.9996152930409
"140","Bottom","yes","ssp126","Mean temp nov to jan",1999,6.14211759169714
"141","Bottom","yes","ssp126","Mean temp nov to jan",2000,6.72603494449074
"142","Bottom","yes","ssp126","Mean temp nov to jan",2001,6.19539525760419
"143","Bottom","yes","ssp126","Mean temp nov to jan",2002,7.39993595993474
"144","Bottom","yes","ssp126","Mean temp nov to jan",2003,7.04552410965159
"145","Bottom","yes","ssp126","Mean temp nov to jan",2004,6.44357893621832
"146","Bottom","yes","ssp126","Mean temp nov to jan",2005,6.59354831161449
"147","Bottom","yes","ssp126","Mean temp nov to jan",2006,6.15563038138395
"148","Bottom","yes","ssp126","Mean temp nov to jan",2007,6.34236222470042
"149","Bottom","yes","ssp126","Mean temp nov to jan",2008,6.35647006131336
"150","Bottom","yes","ssp126","Mean temp nov to jan",2009,6.67556866911197
"151","Bottom","yes","ssp126","Mean temp nov to jan",2010,6.60844347900724
"152","Bottom","yes","ssp126","Mean temp nov to jan",2011,6.41664342315659
"153","Bottom","yes","ssp126","Mean temp nov to jan",2012,6.08029021015478
"154","Bottom","yes","ssp126","Mean temp nov to jan",2013,6.83692575499349
"155","Bottom","yes","ssp126","Mean temp nov to jan",2014,8.0020813619033
"156","Bottom","yes","ssp126","Mean temp nov to jan",2015,7.26154535093054
"157","Bottom","yes","ssp126","Mean temp nov to jan",2016,7.78891209417072
"158","Bottom","yes","ssp126","Mean temp nov to jan",2017,7.43744648050467
"159","Bottom","yes","ssp126","Mean temp nov to jan",2018,7.73661237966325
"160","Bottom","yes","ssp126","Mean temp nov to jan",2019,7.7382545337861
"161","Bottom","yes","ssp126","Mean temp nov to jan",2020,7.1651708320143
"162","Bottom","yes","ssp126","Mean temp nov to jan",2021,7.55439649152311
"163","Bottom","yes","ssp126","Mean temp nov to jan",2022,5.92454021736967
"164","Bottom","yes","ssp126","Mean temp nov to jan",2023,5.66295185458666
"165","Bottom","yes","ssp126","Mean temp nov to jan",2024,7.08650191735787
"166","Bottom","yes","ssp126","Mean temp nov to jan",2025,8.01348926502529
"167","Bottom","yes","ssp126","Mean temp nov to jan",2026,7.97430263580784
"168","Bottom","yes","ssp126","Mean temp nov to jan",2027,7.33905852938796
"169","Bottom","yes","ssp126","Mean temp nov to jan",2028,7.58020795915016
"170","Bottom","yes","ssp126","Mean temp nov to jan",2029,7.97235607386621
"171","Bottom","yes","ssp126","Mean temp nov to jan",2030,7.04968386531291
"172","Bottom","yes","ssp126","Mean temp nov to jan",2031,7.89373704828476
"173","Bottom","yes","ssp126","Mean temp nov to jan",2032,7.55720957655231
"174","Bottom","yes","ssp126","Mean temp nov to jan",2033,6.81086018446852
"175","Bottom","yes","ssp126","Mean temp nov to jan",2034,7.54600180520933
"176","Bottom","yes","ssp126","Mean temp nov to jan",2035,7.05914718151733
"177","Bottom","yes","ssp126","Mean temp nov to jan",2036,6.79582979479125
"178","Bottom","yes","ssp126","Mean temp nov to jan",2037,7.65675883956801
"179","Bottom","yes","ssp126","Mean temp nov to jan",2038,7.23866737623334
"180","Bottom","yes","ssp126","Mean temp nov to jan",2039,8.16953557481947
"181","Bottom","yes","ssp126","Mean temp nov to jan",2040,7.20269480133986
"182","Bottom","yes","ssp126","Mean temp nov to jan",2041,8.7097439259011
"183","Bottom","yes","ssp126","Mean temp nov to jan",2042,8.27333273212583
"184","Bottom","yes","ssp126","Mean temp nov to jan",2043,7.55243263430752
"185","Bottom","yes","ssp126","Mean temp nov to jan",2044,6.96890251802175
"186","Bottom","yes","ssp126","Mean temp nov to jan",2045,7.88889009936369
"187","Bottom","yes","ssp126","Mean temp nov to jan",2046,7.75776089089951
"188","Bottom","yes","ssp126","Mean temp nov to jan",2047,7.81956876979007
"189","Bottom","yes","ssp126","Mean temp nov to jan",2048,7.43591928351457
"190","Bottom","yes","ssp126","Mean temp nov to jan",2049,8.50988315015417
"191","Bottom","yes","ssp126","Mean temp nov to jan",2050,6.85679474373355
"192","Bottom","yes","ssp126","Mean temp nov to jan",2051,7.75232381256417
"193","Bottom","yes","ssp126","Mean temp nov to jan",2052,7.67357629767528
"194","Bottom","yes","ssp126","Mean temp nov to jan",2053,7.62213006705347
"195","Bottom","yes","ssp126","Mean temp nov to jan",2054,8.52041570551374
"196","Bottom","yes","ssp126","Mean temp nov to jan",2055,8.25511848634493
"197","Bottom","yes","ssp126","Mean temp nov to jan",2056,8.02841856806186
"198","Bottom","yes","ssp126","Mean temp nov to jan",2057,7.49387562794305
"199","Bottom","yes","ssp126","Mean temp nov to jan",2058,8.52577758142451
"200","Bottom","yes","ssp126","Mean temp nov to jan",2059,8.28672188049366
"201","Bottom","yes","ssp126","Mean temp nov to jan",2060,7.99208179922281
"202","Bottom","yes","ssp126","Mean temp nov to jan",2061,8.76950831124589
"203","Bottom","yes","ssp126","Mean temp nov to jan",2062,7.50839313359051
"204","Bottom","yes","ssp126","Mean temp nov to jan",2063,7.95917891790315
"205","Bottom","yes","ssp126","Mean temp nov to jan",2064,8.2548635915418
"206","Bottom","yes","ssp126","Mean temp nov to jan",2065,7.68565377559885
"207","Bottom","yes","ssp126","Mean temp nov to jan",2066,8.16583573819468
"208","Bottom","yes","ssp126","Mean temp nov to jan",2067,8.29989817621996
"209","Bottom","yes","ssp126","Mean temp nov to jan",2068,8.09924534405261
"210","Bottom","yes","ssp126","Mean temp nov to jan",2069,7.25904819577158
"211","Bottom","yes","ssp126","Mean temp nov to jan",2070,6.72776488316162
"212","Bottom","yes","ssp126","Mean temp nov to jan",2071,7.66424761833354
"213","Bottom","yes","ssp126","Mean temp nov to jan",2072,8.54507683789739
"214","Bottom","yes","ssp126","Mean temp nov to jan",2073,8.53676627893725
"215","Bottom","yes","ssp126","Mean temp nov to jan",2074,8.922245046067
"216","Bottom","yes","ssp126","Mean temp nov to jan",2075,7.56414939167327
"217","Bottom","yes","ssp126","Mean temp nov to jan",2076,6.5801236818439
"218","Bottom","yes","ssp126","Mean temp nov to jan",2077,7.99557819653149
"219","Bottom","yes","ssp126","Mean temp nov to jan",2078,8.26636895685803
"220","Bottom","yes","ssp126","Mean temp nov to jan",2079,8.3088700816553
"221","Bottom","yes","ssp126","Mean temp nov to jan",2080,7.77117138145473
"222","Bottom","yes","ssp126","Mean temp nov to jan",2081,8.37509991014297
"223","Bottom","yes","ssp126","Mean temp nov to jan",2082,9.20767889885564
"224","Bottom","yes","ssp126","Mean temp nov to jan",2083,7.98410986382815
"225","Bottom","yes","ssp126","Mean temp nov to jan",2084,6.57134691471597
"226","Bottom","yes","ssp126","Mean temp nov to jan",2085,5.86152722586049
"227","Bottom","yes","ssp126","Mean temp nov to jan",2086,7.68682802448382
"228","Bottom","yes","ssp126","Mean temp nov to jan",2087,7.45062427256916
"229","Bottom","yes","ssp126","Mean temp nov to jan",2088,8.68662210574981
"230","Bottom","yes","ssp126","Mean temp nov to jan",2089,7.78650396216836
"231","Bottom","yes","ssp126","Mean temp nov to jan",2090,8.79297431125851
"232","Bottom","yes","ssp126","Mean temp nov to jan",2091,6.60716738686648
"233","Bottom","yes","ssp126","Mean temp nov to jan",2092,7.76927938797463
"234","Bottom","yes","ssp126","Mean temp nov to jan",2093,8.44430337208319
"235","Bottom","yes","ssp126","Mean temp nov to jan",2094,7.64524728134102
"236","Bottom","yes","ssp126","Mean temp nov to jan",2095,7.1593511328788
"237","Bottom","yes","ssp126","Mean temp nov to jan",2096,7.74328358654334
"238","Bottom","yes","ssp126","Mean temp nov to jan",2097,8.95356168073473
"239","Bottom","yes","ssp126","Mean temp nov to jan",2098,8.06150368963767
"240","Bottom","yes","ssp126","Mean temp nov to jan",2099,8.41921493853734
"241","Bottom","no","ssp245","Mean temp nov to jan",1980,5.47971233867716
"242","Bottom","no","ssp245","Mean temp nov to jan",1981,6.65737238094502
"243","Bottom","no","ssp245","Mean temp nov to jan",1982,6.16755644333911
"244","Bottom","no","ssp245","Mean temp nov to jan",1983,6.84143296098039
"245","Bottom","no","ssp245","Mean temp nov to jan",1984,5.97214100957471
"246","Bottom","no","ssp245","Mean temp nov to jan",1985,6.20573352865944
"247","Bottom","no","ssp245","Mean temp nov to jan",1986,6.60342698554207
"248","Bottom","no","ssp245","Mean temp nov to jan",1987,6.17562660127847
"249","Bottom","no","ssp245","Mean temp nov to jan",1988,6.04761117712352
"250","Bottom","no","ssp245","Mean temp nov to jan",1989,5.27924483243483
"251","Bottom","no","ssp245","Mean temp nov to jan",1990,5.83506399702386
"252","Bottom","no","ssp245","Mean temp nov to jan",1991,6.15320727695802
"253","Bottom","no","ssp245","Mean temp nov to jan",1992,5.57027049740306
"254","Bottom","no","ssp245","Mean temp nov to jan",1993,5.28051537681324
"255","Bottom","no","ssp245","Mean temp nov to jan",1994,5.62698841308982
"256","Bottom","no","ssp245","Mean temp nov to jan",1995,5.27511520380986
"257","Bottom","no","ssp245","Mean temp nov to jan",1996,6.17294996403199
"258","Bottom","no","ssp245","Mean temp nov to jan",1997,6.36759253043915
"259","Bottom","no","ssp245","Mean temp nov to jan",1998,5.61508436058528
"260","Bottom","no","ssp245","Mean temp nov to jan",1999,7.58324762528525
"261","Bottom","no","ssp245","Mean temp nov to jan",2000,7.06250665683063
"262","Bottom","no","ssp245","Mean temp nov to jan",2001,6.91786597346966
"263","Bottom","no","ssp245","Mean temp nov to jan",2002,6.72062257320682
"264","Bottom","no","ssp245","Mean temp nov to jan",2003,6.60895544851282
"265","Bottom","no","ssp245","Mean temp nov to jan",2004,7.01396105586019
"266","Bottom","no","ssp245","Mean temp nov to jan",2005,7.13297162566196
"267","Bottom","no","ssp245","Mean temp nov to jan",2006,6.31327556444318
"268","Bottom","no","ssp245","Mean temp nov to jan",2007,5.72900400715215
"269","Bottom","no","ssp245","Mean temp nov to jan",2008,5.70088956758358
"270","Bottom","no","ssp245","Mean temp nov to jan",2009,6.64502564465712
"271","Bottom","no","ssp245","Mean temp nov to jan",2010,6.36445214317822
"272","Bottom","no","ssp245","Mean temp nov to jan",2011,7.23631324547345
"273","Bottom","no","ssp245","Mean temp nov to jan",2012,7.38037599181709
"274","Bottom","no","ssp245","Mean temp nov to jan",2013,6.7102932045225
"275","Bottom","no","ssp245","Mean temp nov to jan",2014,6.34192038286982
"276","Bottom","no","ssp245","Mean temp nov to jan",2015,6.36392004483718
"277","Bottom","no","ssp245","Mean temp nov to jan",2016,7.21208063139272
"278","Bottom","no","ssp245","Mean temp nov to jan",2017,7.05331639034971
"279","Bottom","no","ssp245","Mean temp nov to jan",2018,6.96090980810139
"280","Bottom","no","ssp245","Mean temp nov to jan",2019,7.14075780985935
"281","Bottom","no","ssp245","Mean temp nov to jan",2020,6.20084914310714
"282","Bottom","no","ssp245","Mean temp nov to jan",2021,6.49289757138388
"283","Bottom","no","ssp245","Mean temp nov to jan",2022,6.76724619205016
"284","Bottom","no","ssp245","Mean temp nov to jan",2023,6.44887524032279
"285","Bottom","no","ssp245","Mean temp nov to jan",2024,7.08964772664921
"286","Bottom","no","ssp245","Mean temp nov to jan",2025,6.06178741800369
"287","Bottom","no","ssp245","Mean temp nov to jan",2026,7.46514902646293
"288","Bottom","no","ssp245","Mean temp nov to jan",2027,7.49198638187362
"289","Bottom","no","ssp245","Mean temp nov to jan",2028,7.98240631811106
"290","Bottom","no","ssp245","Mean temp nov to jan",2029,6.85724921942816
"291","Bottom","no","ssp245","Mean temp nov to jan",2030,6.82392646782659
"292","Bottom","no","ssp245","Mean temp nov to jan",2031,6.61716316448525
"293","Bottom","no","ssp245","Mean temp nov to jan",2032,7.62202466224796
"294","Bottom","no","ssp245","Mean temp nov to jan",2033,6.69859061457318
"295","Bottom","no","ssp245","Mean temp nov to jan",2034,7.76183341851845
"296","Bottom","no","ssp245","Mean temp nov to jan",2035,7.80304347517978
"297","Bottom","no","ssp245","Mean temp nov to jan",2036,7.47778600616833
"298","Bottom","no","ssp245","Mean temp nov to jan",2037,8.08087929579315
"299","Bottom","no","ssp245","Mean temp nov to jan",2038,8.25188594035316
"300","Bottom","no","ssp245","Mean temp nov to jan",2039,7.75028997987376
"301","Bottom","no","ssp245","Mean temp nov to jan",2040,8.21154821713859
"302","Bottom","no","ssp245","Mean temp nov to jan",2041,7.8313906425704
"303","Bottom","no","ssp245","Mean temp nov to jan",2042,7.88111231706533
"304","Bottom","no","ssp245","Mean temp nov to jan",2043,8.09149147945261
"305","Bottom","no","ssp245","Mean temp nov to jan",2044,8.62366507400892
"306","Bottom","no","ssp245","Mean temp nov to jan",2045,8.15845026971087
"307","Bottom","no","ssp245","Mean temp nov to jan",2046,8.05970064017624
"308","Bottom","no","ssp245","Mean temp nov to jan",2047,7.78832146680424
"309","Bottom","no","ssp245","Mean temp nov to jan",2048,7.05052352478974
"310","Bottom","no","ssp245","Mean temp nov to jan",2049,8.56923447519293
"311","Bottom","no","ssp245","Mean temp nov to jan",2050,6.736860087821
"312","Bottom","no","ssp245","Mean temp nov to jan",2051,7.58105736163119
"313","Bottom","no","ssp245","Mean temp nov to jan",2052,8.20697951437316
"314","Bottom","no","ssp245","Mean temp nov to jan",2053,7.53593453963742
"315","Bottom","no","ssp245","Mean temp nov to jan",2054,8.60929816527318
"316","Bottom","no","ssp245","Mean temp nov to jan",2055,9.13180490635145
"317","Bottom","no","ssp245","Mean temp nov to jan",2056,8.32721103791098
"318","Bottom","no","ssp245","Mean temp nov to jan",2057,8.47988627154166
"319","Bottom","no","ssp245","Mean temp nov to jan",2058,8.80496814191504
"320","Bottom","no","ssp245","Mean temp nov to jan",2059,7.70173889959893
"321","Bottom","no","ssp245","Mean temp nov to jan",2060,7.76721057443043
"322","Bottom","no","ssp245","Mean temp nov to jan",2061,8.51617111209899
"323","Bottom","no","ssp245","Mean temp nov to jan",2062,8.81491618303491
"324","Bottom","no","ssp245","Mean temp nov to jan",2063,8.18552138603627
"325","Bottom","no","ssp245","Mean temp nov to jan",2064,7.57371336088368
"326","Bottom","no","ssp245","Mean temp nov to jan",2065,7.02769994245785
"327","Bottom","no","ssp245","Mean temp nov to jan",2066,9.15805234860127
"328","Bottom","no","ssp245","Mean temp nov to jan",2067,8.64673302642435
"329","Bottom","no","ssp245","Mean temp nov to jan",2068,8.29720153821411
"330","Bottom","no","ssp245","Mean temp nov to jan",2069,8.61261003137767
"331","Bottom","no","ssp245","Mean temp nov to jan",2070,8.47218141041847
"332","Bottom","no","ssp245","Mean temp nov to jan",2071,8.71191520363281
"333","Bottom","no","ssp245","Mean temp nov to jan",2072,8.31396649968645
"334","Bottom","no","ssp245","Mean temp nov to jan",2073,7.6938317473739
"335","Bottom","no","ssp245","Mean temp nov to jan",2074,7.90699502640847
"336","Bottom","no","ssp245","Mean temp nov to jan",2075,7.84433802182761
"337","Bottom","no","ssp245","Mean temp nov to jan",2076,7.9226254646468
"338","Bottom","no","ssp245","Mean temp nov to jan",2077,8.85717339467329
"339","Bottom","no","ssp245","Mean temp nov to jan",2078,8.94901818662317
"340","Bottom","no","ssp245","Mean temp nov to jan",2079,7.6547627347798
"341","Bottom","no","ssp245","Mean temp nov to jan",2080,8.8497579838879
"342","Bottom","no","ssp245","Mean temp nov to jan",2081,8.89045167376366
"343","Bottom","no","ssp245","Mean temp nov to jan",2082,9.14770813479934
"344","Bottom","no","ssp245","Mean temp nov to jan",2083,8.45695551179211
"345","Bottom","no","ssp245","Mean temp nov to jan",2084,9.22019806345361
"346","Bottom","no","ssp245","Mean temp nov to jan",2085,9.43417361588929
"347","Bottom","no","ssp245","Mean temp nov to jan",2086,9.22052324954416
"348","Bottom","no","ssp245","Mean temp nov to jan",2087,8.50661930171139
"349","Bottom","no","ssp245","Mean temp nov to jan",2088,9.46720456876924
"350","Bottom","no","ssp245","Mean temp nov to jan",2089,10.0426814640436
"351","Bottom","no","ssp245","Mean temp nov to jan",2090,9.93845167727968
"352","Bottom","no","ssp245","Mean temp nov to jan",2091,9.2450393687705
"353","Bottom","no","ssp245","Mean temp nov to jan",2092,9.39640964264822
"354","Bottom","no","ssp245","Mean temp nov to jan",2093,10.1301737572182
"355","Bottom","no","ssp245","Mean temp nov to jan",2094,8.84182704054442
"356","Bottom","no","ssp245","Mean temp nov to jan",2095,8.71210802275814
"357","Bottom","no","ssp245","Mean temp nov to jan",2096,8.02250542056329
"358","Bottom","no","ssp245","Mean temp nov to jan",2097,8.87155735351827
"359","Bottom","no","ssp245","Mean temp nov to jan",2098,8.45090714597349
"360","Bottom","no","ssp245","Mean temp nov to jan",2099,8.56063674597323
"361","Bottom","yes","ssp245","Mean temp nov to jan",1980,5.47971233867716
"362","Bottom","yes","ssp245","Mean temp nov to jan",1981,6.65737238094502
"363","Bottom","yes","ssp245","Mean temp nov to jan",1982,6.16755644333911
"364","Bottom","yes","ssp245","Mean temp nov to jan",1983,6.84143296098039
"365","Bottom","yes","ssp245","Mean temp nov to jan",1984,5.97214100957471
"366","Bottom","yes","ssp245","Mean temp nov to jan",1985,6.20573352865944
"367","Bottom","yes","ssp245","Mean temp nov to jan",1986,6.60342698554207
"368","Bottom","yes","ssp245","Mean temp nov to jan",1987,6.17562660127847
"369","Bottom","yes","ssp245","Mean temp nov to jan",1988,6.04761117712352
"370","Bottom","yes","ssp245","Mean temp nov to jan",1989,5.27924483243483
"371","Bottom","yes","ssp245","Mean temp nov to jan",1990,5.14165368974806
"372","Bottom","yes","ssp245","Mean temp nov to jan",1991,6.40004180825649
"373","Bottom","yes","ssp245","Mean temp nov to jan",1992,5.91347270551135
