"","depthclass","hind","simulation","varname","year","mean_value_dc_610_to_630"
"1","Bottom","no","ssp126","Mean temp june to aug",1980,6.56225014192782
"2","Bottom","no","ssp126","Mean temp june to aug",1981,6.47392015014643
"3","Bottom","no","ssp126","Mean temp june to aug",1982,7.22106388398098
"4","Bottom","no","ssp126","Mean temp june to aug",1983,7.14386919242465
"5","Bottom","no","ssp126","Mean temp june to aug",1984,6.83078856557499
"6","Bottom","no","ssp126","Mean temp june to aug",1985,6.24933497175383
"7","Bottom","no","ssp126","Mean temp june to aug",1986,7.08274635570307
"8","Bottom","no","ssp126","Mean temp june to aug",1987,6.78990737024073
"9","Bottom","no","ssp126","Mean temp june to aug",1988,6.30741089159902
"10","Bottom","no","ssp126","Mean temp june to aug",1989,6.64739432661883
"11","Bottom","no","ssp126","Mean temp june to aug",1990,6.33056003018805
"12","Bottom","no","ssp126","Mean temp june to aug",1991,6.69294179046774
"13","Bottom","no","ssp126","Mean temp june to aug",1992,6.42964210009223
"14","Bottom","no","ssp126","Mean temp june to aug",1993,5.81294291799952
"15","Bottom","no","ssp126","Mean temp june to aug",1994,6.55123675056622
"16","Bottom","no","ssp126","Mean temp june to aug",1995,6.04212137341638
"17","Bottom","no","ssp126","Mean temp june to aug",1996,5.96328332087641
"18","Bottom","no","ssp126","Mean temp june to aug",1997,5.95477380949676
"19","Bottom","no","ssp126","Mean temp june to aug",1998,7.22470206984383
"20","Bottom","no","ssp126","Mean temp june to aug",1999,6.62450705841181
"21","Bottom","no","ssp126","Mean temp june to aug",2000,7.32338977963972
"22","Bottom","no","ssp126","Mean temp june to aug",2001,6.97319800705078
"23","Bottom","no","ssp126","Mean temp june to aug",2002,7.43153881638742
"24","Bottom","no","ssp126","Mean temp june to aug",2003,6.89076478215637
"25","Bottom","no","ssp126","Mean temp june to aug",2004,7.47839714086728
"26","Bottom","no","ssp126","Mean temp june to aug",2005,6.89433670650499
"27","Bottom","no","ssp126","Mean temp june to aug",2006,6.87161745490126
"28","Bottom","no","ssp126","Mean temp june to aug",2007,6.37010350786384
"29","Bottom","no","ssp126","Mean temp june to aug",2008,5.94345249423288
"30","Bottom","no","ssp126","Mean temp june to aug",2009,6.97341695305762
"31","Bottom","no","ssp126","Mean temp june to aug",2010,6.99779082999575
"32","Bottom","no","ssp126","Mean temp june to aug",2011,7.23828016649497
"33","Bottom","no","ssp126","Mean temp june to aug",2012,7.29753548473554
"34","Bottom","no","ssp126","Mean temp june to aug",2013,7.12020587072303
"35","Bottom","no","ssp126","Mean temp june to aug",2014,5.98988490848664
"36","Bottom","no","ssp126","Mean temp june to aug",2015,5.36086007334353
"37","Bottom","no","ssp126","Mean temp june to aug",2016,6.14115917423376
"38","Bottom","no","ssp126","Mean temp june to aug",2017,8.22514194192313
"39","Bottom","no","ssp126","Mean temp june to aug",2018,6.09243860512783
"40","Bottom","no","ssp126","Mean temp june to aug",2019,6.8557915522064
"41","Bottom","no","ssp126","Mean temp june to aug",2020,7.25109856290111
"42","Bottom","no","ssp126","Mean temp june to aug",2021,7.6523855090463
"43","Bottom","no","ssp126","Mean temp june to aug",2022,6.24144207272648
"44","Bottom","no","ssp126","Mean temp june to aug",2023,5.81164969505041
"45","Bottom","no","ssp126","Mean temp june to aug",2024,6.35248445219797
"46","Bottom","no","ssp126","Mean temp june to aug",2025,6.60254334847474
"47","Bottom","no","ssp126","Mean temp june to aug",2026,7.91021429612884
"48","Bottom","no","ssp126","Mean temp june to aug",2027,7.56956396917977
"49","Bottom","no","ssp126","Mean temp june to aug",2028,6.92690254061427
"50","Bottom","no","ssp126","Mean temp june to aug",2029,7.89617238958036
"51","Bottom","no","ssp126","Mean temp june to aug",2030,8.11975859622115
"52","Bottom","no","ssp126","Mean temp june to aug",2031,8.14875580311497
"53","Bottom","no","ssp126","Mean temp june to aug",2032,6.92821974273031
"54","Bottom","no","ssp126","Mean temp june to aug",2033,7.42793368359803
"55","Bottom","no","ssp126","Mean temp june to aug",2034,7.13232934233846
"56","Bottom","no","ssp126","Mean temp june to aug",2035,7.36757626268441
"57","Bottom","no","ssp126","Mean temp june to aug",2036,7.03461855940973
"58","Bottom","no","ssp126","Mean temp june to aug",2037,7.55303669006798
"59","Bottom","no","ssp126","Mean temp june to aug",2038,7.65136950130388
"60","Bottom","no","ssp126","Mean temp june to aug",2039,7.78230699821699
"61","Bottom","no","ssp126","Mean temp june to aug",2040,7.00865965468079
"62","Bottom","no","ssp126","Mean temp june to aug",2041,7.92657823147629
"63","Bottom","no","ssp126","Mean temp june to aug",2042,8.50506713283137
"64","Bottom","no","ssp126","Mean temp june to aug",2043,8.15401071800828
"65","Bottom","no","ssp126","Mean temp june to aug",2044,6.64116498369649
"66","Bottom","no","ssp126","Mean temp june to aug",2045,7.81520595143184
"67","Bottom","no","ssp126","Mean temp june to aug",2046,8.26438082694611
"68","Bottom","no","ssp126","Mean temp june to aug",2047,8.0622110979374
"69","Bottom","no","ssp126","Mean temp june to aug",2048,7.49823189340167
"70","Bottom","no","ssp126","Mean temp june to aug",2049,7.82115784086493
"71","Bottom","no","ssp126","Mean temp june to aug",2050,7.83294087253475
"72","Bottom","no","ssp126","Mean temp june to aug",2051,7.27441924206577
"73","Bottom","no","ssp126","Mean temp june to aug",2052,8.37309036058722
"74","Bottom","no","ssp126","Mean temp june to aug",2053,7.54160941756488
"75","Bottom","no","ssp126","Mean temp june to aug",2054,7.59051161056811
"76","Bottom","no","ssp126","Mean temp june to aug",2055,8.13907863971171
"77","Bottom","no","ssp126","Mean temp june to aug",2056,8.17437420799273
"78","Bottom","no","ssp126","Mean temp june to aug",2057,7.504061800432
"79","Bottom","no","ssp126","Mean temp june to aug",2058,8.1700181945197
"80","Bottom","no","ssp126","Mean temp june to aug",2059,8.16426015515397
"81","Bottom","no","ssp126","Mean temp june to aug",2060,7.50158693284788
"82","Bottom","no","ssp126","Mean temp june to aug",2061,8.32001222658538
"83","Bottom","no","ssp126","Mean temp june to aug",2062,7.92163188358668
"84","Bottom","no","ssp126","Mean temp june to aug",2063,7.55774160452162
"85","Bottom","no","ssp126","Mean temp june to aug",2064,7.3623554378703
"86","Bottom","no","ssp126","Mean temp june to aug",2065,7.31850261950776
"87","Bottom","no","ssp126","Mean temp june to aug",2066,8.03820549110699
"88","Bottom","no","ssp126","Mean temp june to aug",2067,8.31977001381543
"89","Bottom","no","ssp126","Mean temp june to aug",2068,7.8740585942726
"90","Bottom","no","ssp126","Mean temp june to aug",2069,7.60495616353635
"91","Bottom","no","ssp126","Mean temp june to aug",2070,7.73330872197168
"92","Bottom","no","ssp126","Mean temp june to aug",2071,6.98979301283331
"93","Bottom","no","ssp126","Mean temp june to aug",2072,8.07991640441603
"94","Bottom","no","ssp126","Mean temp june to aug",2073,7.58932498448364
"95","Bottom","no","ssp126","Mean temp june to aug",2074,8.54366575900306
"96","Bottom","no","ssp126","Mean temp june to aug",2075,8.25643553602708
"97","Bottom","no","ssp126","Mean temp june to aug",2076,6.78319791043929
"98","Bottom","no","ssp126","Mean temp june to aug",2077,7.17753391063241
"99","Bottom","no","ssp126","Mean temp june to aug",2078,7.97599759619594
"100","Bottom","no","ssp126","Mean temp june to aug",2079,7.29243221691886
"101","Bottom","no","ssp126","Mean temp june to aug",2080,8.01176632658836
"102","Bottom","no","ssp126","Mean temp june to aug",2081,7.77409055350954
"103","Bottom","no","ssp126","Mean temp june to aug",2082,8.62199700698683
"104","Bottom","no","ssp126","Mean temp june to aug",2083,8.49410801223333
"105","Bottom","no","ssp126","Mean temp june to aug",2084,7.18540097297645
"106","Bottom","no","ssp126","Mean temp june to aug",2085,6.50141736053583
"107","Bottom","no","ssp126","Mean temp june to aug",2086,7.55467525416055
"108","Bottom","no","ssp126","Mean temp june to aug",2087,7.78843806208946
"109","Bottom","no","ssp126","Mean temp june to aug",2088,8.03736671920815
"110","Bottom","no","ssp126","Mean temp june to aug",2089,7.93662366151549
"111","Bottom","no","ssp126","Mean temp june to aug",2090,8.03602623796102
"112","Bottom","no","ssp126","Mean temp june to aug",2091,7.34527995538914
"113","Bottom","no","ssp126","Mean temp june to aug",2092,7.77283321537215
"114","Bottom","no","ssp126","Mean temp june to aug",2093,8.43147587115397
"115","Bottom","no","ssp126","Mean temp june to aug",2094,8.03635489347587
"116","Bottom","no","ssp126","Mean temp june to aug",2095,7.46618980969719
"117","Bottom","no","ssp126","Mean temp june to aug",2096,7.82462609844952
"118","Bottom","no","ssp126","Mean temp june to aug",2097,8.59658623140588
"119","Bottom","no","ssp126","Mean temp june to aug",2098,8.42174996336714
"120","Bottom","no","ssp126","Mean temp june to aug",2099,8.15941278318075
"121","Bottom","yes","ssp126","Mean temp june to aug",1980,6.56225014192782
"122","Bottom","yes","ssp126","Mean temp june to aug",1981,6.47392015014643
"123","Bottom","yes","ssp126","Mean temp june to aug",1982,7.22106388398098
"124","Bottom","yes","ssp126","Mean temp june to aug",1983,7.14386919242465
"125","Bottom","yes","ssp126","Mean temp june to aug",1984,6.83078856557499
"126","Bottom","yes","ssp126","Mean temp june to aug",1985,6.24933497175383
"127","Bottom","yes","ssp126","Mean temp june to aug",1986,7.08274635570307
"128","Bottom","yes","ssp126","Mean temp june to aug",1987,6.78990737024073
"129","Bottom","yes","ssp126","Mean temp june to aug",1988,6.30741089159902
"130","Bottom","yes","ssp126","Mean temp june to aug",1989,6.64739432661883
"131","Bottom","yes","ssp126","Mean temp june to aug",1990,6.17893844649864
"132","Bottom","yes","ssp126","Mean temp june to aug",1991,6.03815441969825
"133","Bottom","yes","ssp126","Mean temp june to aug",1992,6.82369385967065
"134","Bottom","yes","ssp126","Mean temp june to aug",1993,6.64663660170815
"135","Bottom","yes","ssp126","Mean temp june to aug",1994,6.29416892105883
"136","Bottom","yes","ssp126","Mean temp june to aug",1995,6.30881875943427
"137","Bottom","yes","ssp126","Mean temp june to aug",1996,6.9543287615547
"138","Bottom","yes","ssp126","Mean temp june to aug",1997,7.07337605628092
"139","Bottom","yes","ssp126","Mean temp june to aug",1998,7.30410516621507
"140","Bottom","yes","ssp126","Mean temp june to aug",1999,6.46728919656378
"141","Bottom","yes","ssp126","Mean temp june to aug",2000,6.83434648482962
"142","Bottom","yes","ssp126","Mean temp june to aug",2001,7.09858044120932
"143","Bottom","yes","ssp126","Mean temp june to aug",2002,6.8136413323805
"144","Bottom","yes","ssp126","Mean temp june to aug",2003,7.63941191866952
"145","Bottom","yes","ssp126","Mean temp june to aug",2004,7.02905582012712
"146","Bottom","yes","ssp126","Mean temp june to aug",2005,7.49924197292739
"147","Bottom","yes","ssp126","Mean temp june to aug",2006,7.03131022567419
"148","Bottom","yes","ssp126","Mean temp june to aug",2007,6.20395722272549
"149","Bottom","yes","ssp126","Mean temp june to aug",2008,6.47581601740307
"150","Bottom","yes","ssp126","Mean temp june to aug",2009,6.33827299947644
"151","Bottom","yes","ssp126","Mean temp june to aug",2010,7.17602394685658
"152","Bottom","yes","ssp126","Mean temp june to aug",2011,6.48269672153916
"153","Bottom","yes","ssp126","Mean temp june to aug",2012,6.55114808832954
"154","Bottom","yes","ssp126","Mean temp june to aug",2013,6.97119042275964
"155","Bottom","yes","ssp126","Mean temp june to aug",2014,7.6492192881905
"156","Bottom","yes","ssp126","Mean temp june to aug",2015,7.76877515975975
"157","Bottom","yes","ssp126","Mean temp june to aug",2016,8.25683288505031
"158","Bottom","yes","ssp126","Mean temp june to aug",2017,7.60538255695194
"159","Bottom","yes","ssp126","Mean temp june to aug",2018,7.46014040066973
"160","Bottom","yes","ssp126","Mean temp june to aug",2019,8.08338960896889
"161","Bottom","yes","ssp126","Mean temp june to aug",2020,7.35356771539685
"162","Bottom","yes","ssp126","Mean temp june to aug",2021,7.6523855090463
"163","Bottom","yes","ssp126","Mean temp june to aug",2022,6.24144207272648
"164","Bottom","yes","ssp126","Mean temp june to aug",2023,5.81164969505041
"165","Bottom","yes","ssp126","Mean temp june to aug",2024,6.35248445219797
"166","Bottom","yes","ssp126","Mean temp june to aug",2025,6.60254334847474
